app_id,unified_app_id,app_name,app_category,worldwide_release,initial_release,app_size,app_lang,multihoming,paid,in_app_purchases,app_version,app_version_date,release_note,dummy_1,dummy_2,dummy_3,dummy_4,dummy_5,dummy_6,dummy_7,dummy_8,app_function
903607541,0,Whiteboard drawing paint paper,Reference,2014-08-04,2014-08-04,14.17,2,0,0,1,5.0,2024-04-09,Fix bugs Performance stability improvements,0,0,0,0,0,0,0,0,0
903607541,0,Whiteboard drawing paint paper,Reference,2014-08-04,2014-08-04,14.17,2,0,0,1,4.3,2024-01-22,Fix bugs Adapt for iOS 17 Fix pen color overlap issue Fix the position of image editing issue Performance stability improvements,0,0,0,0,0,0,0,0,0
903607541,0,Whiteboard drawing paint paper,Reference,2014-08-04,2014-08-04,14.17,2,0,0,1,4.1,2023-09-20,Fix bugs Performance stability improvements,0,0,0,0,0,0,0,0,0
903607541,0,Whiteboard drawing paint paper,Reference,2014-08-04,2014-08-04,14.17,2,0,0,1,4.0,2023-07-19,Fix bugs Adapt for iOS 16 Performance stability improvements,0,0,0,0,0,0,0,0,0
903607541,0,Whiteboard drawing paint paper,Reference,2014-08-04,2014-08-04,14.17,2,0,0,1,3.2,2020-08-14,Fix bugs Adapt for iOS 13 Performance stability improvements,0,0,0,0,0,0,0,0,0
903607541,0,Whiteboard drawing paint paper,Reference,2014-08-04,2014-08-04,14.17,2,0,0,1,3.1,2019-10-16,Fix bugs New UI design Adapt for iOS 13 Optimize photo selection Performance stability improvements,0,0,0,0,0,0,0,0,0
903607541,0,Whiteboard drawing paint paper,Reference,2014-08-04,2014-08-04,14.17,2,0,0,1,3.0,2017-10-30,Adapt for iOS 11 Optimize photo selection Fix bugs Performance stability improvements,0,0,0,0,0,0,0,0,0
903607541,0,Whiteboard drawing paint paper,Reference,2014-08-04,2014-08-04,14.17,2,0,0,1,2.2,2017-01-05,Performance stability improvements,0,0,0,0,0,0,0,0,0
903607541,0,Whiteboard drawing paint paper,Reference,2014-08-04,2014-08-04,14.17,2,0,0,1,2.1,2016-08-19,Performance stability improvements,0,0,0,0,0,0,0,0,0
903607541,0,Whiteboard drawing paint paper,Reference,2014-08-04,2014-08-04,14.17,2,0,0,1,2.0,2015-10-30,Optimized for iOS 9 Performance stability improvements Bug fixed,0,0,0,0,0,0,0,0,0
903607541,0,Whiteboard drawing paint paper,Reference,2014-08-04,2014-08-04,14.17,2,0,0,1,1.3,2015-07-08,Performance improvements,0,0,0,0,0,0,0,0,0
903607541,0,Whiteboard drawing paint paper,Reference,2014-08-04,2014-08-04,14.17,2,0,0,1,1.2,2014-12-02,Performance improvements,0,0,0,0,0,0,0,0,0
903607541,0,Whiteboard drawing paint paper,Reference,2014-08-04,2014-08-04,14.17,2,0,0,1,1.1,2014-08-19,Performance improvements,0,0,0,0,0,0,0,0,0
903607541,0,Whiteboard drawing paint paper,Reference,2014-08-04,2014-08-04,14.17,2,0,0,1,1.0,2014-08-04,,0,0,0,0,0,0,0,0,0
