app_id,unified_app_id,app_name,app_category,worldwide_release,initial_release,app_size,app_lang,multihoming,paid,in_app_purchases,app_version,app_version_date,release_note,dummy_1,dummy_2,dummy_3,dummy_4,dummy_5,dummy_6,dummy_7,dummy_8,app_function
660018160,0,MolaSync Cloud note,Productivity,2013-08-08,2013-08-08,74.94,4,0,0,0,2.0.3,2018-05-31,1. support ios11 2.fix bug,0,0,0,0,0,0,0,0,0
660018160,0,MolaSync Cloud note,Productivity,2013-08-08,2013-08-08,74.94,4,0,0,0,2.0.2,2015-04-13,Bug fixed,0,0,0,0,0,0,0,0,0
660018160,0,MolaSync Cloud note,Productivity,2013-08-08,2013-08-08,74.94,4,0,0,0,2.0.1,2014-12-14,Bug fixes,0,0,0,0,0,0,0,0,0
660018160,0,MolaSync Cloud note,Productivity,2013-08-08,2013-08-08,74.94,4,0,0,0,2.0,2014-11-26,Support iPhone,0,0,0,0,0,0,0,0,0
660018160,0,MolaSync Cloud note,Productivity,2013-08-08,2013-08-08,74.94,4,0,0,0,1.20,2014-09-22,bug fixes 4X Zoom support,0,0,0,0,0,0,0,0,0
660018160,0,MolaSync Cloud note,Productivity,2013-08-08,2013-08-08,74.94,4,0,0,0,1.16,2014-05-27,INCREDIBLY AWESOME UPDATE Handwriting Bug fixes,0,0,0,0,0,0,0,0,0
660018160,0,MolaSync Cloud note,Productivity,2013-08-08,2013-08-08,74.94,4,0,0,0,1.15,2014-04-24,Bug fixes,0,0,0,0,0,0,0,0,0
660018160,0,MolaSync Cloud note,Productivity,2013-08-08,2013-08-08,74.94,4,0,0,0,1.14,2014-03-22,Fix the bug which cause crash under unstable network condition. Greatly speed up the transmission of images,0,0,0,0,0,0,0,0,0
660018160,0,MolaSync Cloud note,Productivity,2013-08-08,2013-08-08,74.94,4,0,0,0,1.13,2014-02-12,fixed language BUGS Launch full page collaboration No limit any more show the users avatars in collaboration improved notification system,0,0,0,0,0,0,0,0,0
660018160,0,MolaSync Cloud note,Productivity,2013-08-08,2013-08-08,74.94,4,0,0,0,1.12,2014-02-06,Launch full page collaboration No limit any more show the users avatars in collaboration improved notification system fixed BUGS,0,0,0,0,0,0,0,0,0
660018160,0,MolaSync Cloud note,Productivity,2013-08-08,2013-08-08,74.94,4,0,0,0,1.11,2014-01-15,text input bug has been fixed a significant improve in stability,0,0,0,0,0,0,0,0,0
660018160,0,MolaSync Cloud note,Productivity,2013-08-08,2013-08-08,74.94,4,0,0,0,1.1,2013-12-19,added read only collaboration function optimized display mode of thumbnail added support for Baidu Clouds,0,0,0,0,0,0,0,0,0
660018160,0,MolaSync Cloud note,Productivity,2013-08-08,2013-08-08,74.94,4,0,0,0,1.0.10,2013-11-26,Fixed the bug that the users can not sign up,0,0,0,0,0,0,0,0,0
660018160,0,MolaSync Cloud note,Productivity,2013-08-08,2013-08-08,74.94,4,0,0,0,1.0.9,2013-11-21,Can be encrypted for any Mola Board Could delete current Mola Board. Improved the pen s writting efficiency Bug fixes,0,0,0,0,0,0,0,0,0
660018160,0,MolaSync Cloud note,Productivity,2013-08-08,2013-08-08,74.94,4,0,0,0,1.0.8,2013-11-15,Bug fixes Promoted stabilty of the system Optimized the speed of pen Optimized the loop The long tap selection at pen state has been optimized.,0,0,0,0,0,0,0,0,0
660018160,0,MolaSync Cloud note,Productivity,2013-08-08,2013-08-08,74.94,4,0,0,0,1.0.7,2013-11-04,Support for iOS 7 Support for Japanese Launch the app faster Better Loupe Bug fixes,0,0,0,0,0,0,0,0,0
660018160,0,MolaSync Cloud note,Productivity,2013-08-08,2013-08-08,74.94,4,0,0,0,1.0.6,2013-09-17,Add photo gallery for house decoration Bug fixed,0,0,0,0,0,0,0,0,0
660018160,0,MolaSync Cloud note,Productivity,2013-08-08,2013-08-08,74.94,4,0,0,0,1.0.5,2013-09-12,enhance features of loupe add features of reference line of the control points Bug fixed,0,0,0,0,0,0,0,0,0
660018160,0,MolaSync Cloud note,Productivity,2013-08-08,2013-08-08,74.94,4,0,0,0,1.0.4,2013-08-29,Show the search results page. Show the magnifier fade effect. Improve the efficiency of image processing. Show the cooperation ID correctly in SNS or email.,0,0,0,0,0,0,0,0,0
660018160,0,MolaSync Cloud note,Productivity,2013-08-08,2013-08-08,74.94,4,0,0,0,1.0.3,2013-08-19,Play audio and video on board Speed improvement Bug fixes,0,0,0,0,0,0,0,0,0
660018160,0,MolaSync Cloud note,Productivity,2013-08-08,2013-08-08,74.94,4,0,0,0,1.0.2,2013-08-06,Bug fixes APP launches faster,0,0,0,0,0,0,0,0,0
660018160,0,MolaSync Cloud note,Productivity,2013-08-08,2013-08-08,74.94,4,0,0,0,1.0,2013-07-23,,0,0,0,0,0,0,0,0,0
