app_id,unified_app_id,app_name,app_category,worldwide_release,initial_release,app_size,app_lang,multihoming,paid,in_app_purchases,app_version,app_version_date,release_note,dummy_1,dummy_2,dummy_3,dummy_4,dummy_5,dummy_6,dummy_7,dummy_8,app_function
896187714,1000600000450493,Translate Photo Camera Scan,Utilities,2014-07-17,2014-07-20,107.73,15,1,0,1,5.2.12,2023-02-02,Bug fixes,0,0,0,0,0,0,0,0,0
896187714,1000600000450493,Translate Photo Camera Scan,Utilities,2014-07-17,2014-07-20,107.73,15,1,0,1,5.2.11,2022-12-13,Bug fixes,0,0,0,0,0,0,0,0,0
896187714,1000600000450493,Translate Photo Camera Scan,Utilities,2014-07-17,2014-07-20,107.73,15,1,0,1,5.2.10,2022-11-09,Bug fixes,0,0,0,0,0,0,0,0,0
896187714,1000600000450493,Translate Photo Camera Scan,Utilities,2014-07-17,2014-07-20,107.73,15,1,0,1,5.2.8,2022-09-17,Bug fixes,0,0,0,0,0,0,0,0,0
896187714,1000600000450493,Translate Photo Camera Scan,Utilities,2014-07-17,2014-07-20,107.73,15,1,0,1,5.2.7,2022-06-30,Bug fixes,0,0,0,0,0,0,0,0,0
896187714,1000600000450493,Translate Photo Camera Scan,Utilities,2014-07-17,2014-07-20,107.73,15,1,0,1,5.2.6,2022-06-11,Bug fixes,0,0,0,0,0,0,0,0,0
896187714,1000600000450493,Translate Photo Camera Scan,Utilities,2014-07-17,2014-07-20,107.73,15,1,0,1,5.2.5,2022-06-08,Bug fixes,0,0,0,0,0,0,0,0,0
896187714,1000600000450493,Translate Photo Camera Scan,Utilities,2014-07-17,2014-07-20,107.73,15,1,0,1,5.2.4,2022-05-10,Thank you for being with us. Here s what s new: Bug fixes and stability improvements We love to hear from our users! If you have any questions or feedback regarding Translate Photo please contact us directly in the app Settings scroll down and tap on Feedback or via attributeltd.tech gmail.com.,0,0,0,0,0,0,0,0,0
896187714,1000600000450493,Translate Photo Camera Scan,Utilities,2014-07-17,2014-07-20,107.73,15,1,0,1,5.2.3,2022-05-01,Thank you for being with us. Here s what s new: Bug fixes and stability improvements We love to hear from our users! If you have any questions or feedback regarding Translate Photo please contact us directly in the app Settings scroll down and tap on Feedback or via attributeltd.tech gmail.com.,0,0,0,0,0,0,0,0,0
896187714,1000600000450493,Translate Photo Camera Scan,Utilities,2014-07-17,2014-07-20,107.73,15,1,0,1,5.2.2,2022-04-14,Thank you for being with us. Here s what s new: Bug fixes and stability improvements We love to hear from our users! If you have any questions or feedback regarding Translate Photo please contact us directly in the app Settings scroll down and tap on Feedback or via attributeltd.tech gmail.com.,0,0,0,0,0,0,0,0,0
896187714,1000600000450493,Translate Photo Camera Scan,Utilities,2014-07-17,2014-07-20,107.73,15,1,0,1,5.2.1,2022-01-29,Thank you for being with us. Here s what s new: Bug fixes and stability improvements We love to hear from our users! If you have any questions or feedback regarding Translate Photo please contact us directly in the app Settings scroll down and tap on Feedback or via attributeltd.tech gmail.com.,0,0,0,0,0,0,0,0,0
