app_id,unified_app_id,app_name,app_category,worldwide_release,initial_release,app_size,app_lang,multihoming,paid,in_app_purchases,app_version,app_version_date,release_note
1076619087,1000600000540752,HISTORY Vault,Entertainment,,2016-05-12,69.09,1,1,0,1,8.5.2,2023-12-14,Enhancements and bug fixes to provide the best viewing experience.
1076619087,1000600000540752,HISTORY Vault,Entertainment,,2016-05-12,69.09,1,1,0,1,8.5.1,2023-12-10,Enhancements and bug fixes to provide the best viewing experience.
1076619087,1000600000540752,HISTORY Vault,Entertainment,,2016-05-12,69.09,1,1,0,1,8.5,2023-12-04,Enhancements and bug fixes to provide the best viewing experience.
1076619087,1000600000540752,HISTORY Vault,Entertainment,,2016-05-12,69.09,1,1,0,1,8.4,2023-10-16,Enhancements and bug fixes to provide the best viewing experience.
1076619087,1000600000540752,HISTORY Vault,Entertainment,,2016-05-12,69.09,1,1,0,1,8.3,2023-08-08,Enhancements and bug fixes to provide the best viewing experience.
1076619087,1000600000540752,HISTORY Vault,Entertainment,,2016-05-12,69.09,1,1,0,1,8.2.1,2023-07-13,Enhancements and bug fixes to provide the best viewing experience.
1076619087,1000600000540752,HISTORY Vault,Entertainment,,2016-05-12,69.09,1,1,0,1,8.2,2023-06-05,Enhancements and bug fixes to provide the best viewing experience.
1076619087,1000600000540752,HISTORY Vault,Entertainment,,2016-05-12,69.09,1,1,0,1,8.1.1,2023-04-14,Enhancements and bug fixes to provide the best viewing experience.
1076619087,1000600000540752,HISTORY Vault,Entertainment,,2016-05-12,69.09,1,1,0,1,8.1.0,2023-04-03,Enhancements and bug fixes to provide the best viewing experience.
1076619087,1000600000540752,HISTORY Vault,Entertainment,,2016-05-12,69.09,1,1,0,1,8.0.1,2023-03-24,Enhancements and bug fixes to provide the best viewing experience.
1076619087,1000600000540752,HISTORY Vault,Entertainment,,2016-05-12,69.09,1,1,0,1,8.0.0,2023-02-16,Enhancements and bug fixes to provide the best viewing experience.
1076619087,1000600000540752,HISTORY Vault,Entertainment,,2016-05-12,69.09,1,1,0,1,7.3.8,2023-01-01,Bug Fixes Performance Enhancements
1076619087,1000600000540752,HISTORY Vault,Entertainment,,2016-05-12,69.09,1,1,0,1,7.3.7,2022-09-19,Bug Fixes
1076619087,1000600000540752,HISTORY Vault,Entertainment,,2016-05-12,69.09,1,1,0,1,7.3.5,2022-07-13,Performance Enhancements Bug Fixes
1076619087,1000600000540752,HISTORY Vault,Entertainment,,2016-05-12,69.09,1,1,0,1,7.3.3,2022-06-28,various fixes and improvements
1076619087,1000600000540752,HISTORY Vault,Entertainment,,2016-05-12,69.09,1,1,0,1,7.3.2,2022-06-13,various fixes and improvements
1076619087,1000600000540752,HISTORY Vault,Entertainment,,2016-05-12,69.09,1,1,0,1,7.3.1,2022-05-25,Various fixes Performance improvements
1076619087,1000600000540752,HISTORY Vault,Entertainment,,2016-05-12,69.09,1,1,0,1,7.3.0,2022-04-14,Added SharePlay functionality so you can now watch with friends via FaceTime!
1076619087,1000600000540752,HISTORY Vault,Entertainment,,2016-05-12,69.09,1,1,0,1,7.2.0,2022-03-28,Added Picture in Picture functionality for iPhone and iPad.
1076619087,1000600000540752,HISTORY Vault,Entertainment,,2016-05-12,69.09,1,1,0,1,7.1.0,2022-03-09,Performance improvements and minor bug fixes
1076619087,1000600000540752,HISTORY Vault,Entertainment,,2016-05-12,69.09,1,1,0,1,7.0.0,2022-02-01,Various fixes and improvements.
1076619087,1000600000540752,HISTORY Vault,Entertainment,,2016-05-12,69.09,1,1,0,1,6.1.8,2022-01-05,Various fixes and improvements.
