app_id,unified_app_id,app_name,app_category,worldwide_release,initial_release,app_size,app_lang,multihoming,paid,in_app_purchases,app_version,app_version_date,release_note
1379007244,0,Video Resizer Subtitles Maker,Photo and Video,2018-05-09,2018-05-05,36.69,6,0,0,1,2.0.6,2022-06-20,2.0: Project management and subtitle generating feature 1.6.4: I fixed a bug causing a crash sometimes when exporting. 1.6: I redesigned the home screen and settings screen 1.4: I added an option to import videos from cloud services instead of you camera roll.
1379007244,0,Video Resizer Subtitles Maker,Photo and Video,2018-05-09,2018-05-05,36.69,6,0,0,1,2.0.5,2022-05-06,2.0: Project management and subtitle generating feature 1.6.4: I fixed a bug causing a crash sometimes when exporting. 1.6: I redesigned the home screen and settings screen 1.4: I added an option to import videos from cloud services instead of you camera roll.
1379007244,0,Video Resizer Subtitles Maker,Photo and Video,2018-05-09,2018-05-05,36.69,6,0,0,1,2.0.4,2022-03-18,2.0: Project management and subtitle generating feature 1.6.4: I fixed a bug causing a crash sometimes when exporting. 1.6: I redesigned the home screen and settings screen 1.4: I added an option to import videos from cloud services instead of you camera roll.
1379007244,0,Video Resizer Subtitles Maker,Photo and Video,2018-05-09,2018-05-05,36.69,6,0,0,1,2.0.3,2022-02-01,2.0: Project management and subtitle generating feature 1.6.4: I fixed a bug causing a crash sometimes when exporting. 1.6: I redesigned the home screen and settings screen 1.4: I added an option to import videos from cloud services instead of you camera roll.
1379007244,0,Video Resizer Subtitles Maker,Photo and Video,2018-05-09,2018-05-05,36.69,6,0,0,1,2.0.2,2022-01-18,2.0: Project management and subtitle generating feature 1.6.4: I fixed a bug causing a crash sometimes when exporting. 1.6: I redesigned the home screen and settings screen 1.4: I added an option to import videos from cloud services instead of you camera roll.
1379007244,0,Video Resizer Subtitles Maker,Photo and Video,2018-05-09,2018-05-05,36.69,6,0,0,1,2.0.1,2022-01-04,1.6.4: I fixed a bug causing a crash sometimes when exporting. 1.6: I redesigned the home screen and settings screen 1.4: I added an option to import videos from cloud services instead of you camera roll.
1379007244,0,Video Resizer Subtitles Maker,Photo and Video,2018-05-09,2018-05-05,36.69,6,0,0,1,2.0,2021-12-29,1.6.4: I fixed a bug causing a crash sometimes when exporting. 1.6: I redesigned the home screen and settings screen 1.4: I added an option to import videos from cloud services instead of you camera roll.
1379007244,0,Video Resizer Subtitles Maker,Photo and Video,2018-05-09,2018-05-05,36.69,6,0,0,1,1.6.7,2021-07-18,1.6.4: I fixed a bug causing a crash sometimes when exporting. 1.6: I redesigned the home screen and settings screen 1.4: I added an option to import videos from cloud services instead of you camera roll.
1379007244,0,Video Resizer Subtitles Maker,Photo and Video,2018-05-09,2018-05-05,36.69,6,0,0,1,1.6.6,2021-04-09,1.6.4: I fixed a bug causing a crash sometimes when exporting. 1.6: I redesigned the home screen and settings screen 1.4: I added an option to import videos from cloud services instead of you camera roll.
1379007244,0,Video Resizer Subtitles Maker,Photo and Video,2018-05-09,2018-05-05,36.69,6,0,0,1,1.6.5,2021-03-23,1.6.4: I fixed a bug causing a crash sometimes when exporting. 1.6: I redesigned the home screen and settings screen 1.4: I added an option to import videos from cloud services instead of you camera roll.
1379007244,0,Video Resizer Subtitles Maker,Photo and Video,2018-05-09,2018-05-05,36.69,6,0,0,1,1.6.4,2021-03-03,1.6.4: I fixed a bug causing a crash sometimes when exporting. 1.6: I redesigned the home screen and settings screen 1.4: I added an option to import videos from cloud services instead of you camera roll.
1379007244,0,Video Resizer Subtitles Maker,Photo and Video,2018-05-09,2018-05-05,36.69,6,0,0,1,1.6.2,2021-02-04,Hey there 1.6: I redesigned some parts of the application 1.4: I added an option to import videos from cloud services instead of you camera roll. I m trying to make the best app possible so if you have any ideas on how I could improve it please send an email to me matekovacs.com or message me on twitter kovacsamate. If you like the app please rate it in the app store it helps me a lot! Have a wonderful day Matthew
1379007244,0,Video Resizer Subtitles Maker,Photo and Video,2018-05-09,2018-05-05,36.69,6,0,0,1,1.6.1,2021-01-29,Hey there 1.6: I redesigned some parts of the application 1.4: I added an option to import videos from cloud services instead of you camera roll. I m trying to make the best app possible so if you have any ideas on how I could improve it please send an email to me matekovacs.com or message me on twitter kovacsamate. If you like the app please rate it in the app store it helps me a lot! Have a wonderful day Matthew
1379007244,0,Video Resizer Subtitles Maker,Photo and Video,2018-05-09,2018-05-05,36.69,6,0,0,1,1.6,2021-01-27,Hey there 1.6: I redesigned some parts of the application 1.4: I added an option to import videos from cloud services instead of you camera roll. I m trying to make the best app possible so if you have any ideas on how I could improve it please send an email to me matekovacs.com or message me on twitter kovacsamate. If you like the app please rate it in the app store it helps me a lot! Have a wonderful day Matthew
1379007244,0,Video Resizer Subtitles Maker,Photo and Video,2018-05-09,2018-05-05,36.69,6,0,0,1,1.5.5,2021-01-25,Hey there 1.5: I redesigned some parts of the application 1.4: I added an option to import videos from cloud services instead of you camera roll. I m trying to make the best app possible so if you have any ideas on how I could improve it please send an email to me matekovacs.com or message me on twitter kovacsamate. If you like the app please rate it in the app store it helps me a lot! Have a wonderful day Matthew
1379007244,0,Video Resizer Subtitles Maker,Photo and Video,2018-05-09,2018-05-05,36.69,6,0,0,1,1.5.4,2021-01-21,Hey there 1.5: I redesigned some parts of the application 1.4: I added an option to import videos from cloud services instead of you camera roll. I m trying to make the best app possible so if you have any ideas on how I could improve it please send an email to me matekovacs.com or message me on twitter kovacsamate. If you like the app please rate it in the app store it helps me a lot! Have a wonderful day Mate
1379007244,0,Video Resizer Subtitles Maker,Photo and Video,2018-05-09,2018-05-05,36.69,6,0,0,1,1.5.2,2020-11-11,Hey there 1.5: I redesigned some parts of the application 1.4: I added an option to import videos from cloud services instead of you camera roll. I m trying to make the best app possible so if you have any ideas on how I could improve it please send an email to me matekovacs.com or message me on twitter kovacsamate. If you like the app please rate it in the app store it helps me a lot! Have a wonderful day Mate
1379007244,0,Video Resizer Subtitles Maker,Photo and Video,2018-05-09,2018-05-05,36.69,6,0,0,1,1.5.1,2020-10-26,Hey there 1.5: I redesigned some parts of the application 1.4: I added an option to import videos from cloud services instead of you camera roll. I m trying to make the best app possible so if you have any ideas on how I could improve it please send an email to me matekovacs.com or message me on twitter kovacsamate. If you like the app please rate it in the app store it helps me a lot! Have a wonderful day Mate
1379007244,0,Video Resizer Subtitles Maker,Photo and Video,2018-05-09,2018-05-05,36.69,6,0,0,1,1.5,2020-10-24,Hey there 1.5: I redesigned some parts of the application 1.4: I added an option to import videos from cloud services instead of you camera roll. I m trying to make the best app possible so if you have any ideas on how I could improve it please send an email to me matekovacs.com or message me on twitter kovacsamate. If you like the app please rate it in the app store it helps me a lot! Have a wonderful day Mate
1379007244,0,Video Resizer Subtitles Maker,Photo and Video,2018-05-09,2018-05-05,36.69,6,0,0,1,1.4.3,2020-06-26,Hey there 1.4: I added an option to import videos from cloud services instead of you camera roll. I m trying to make the best app possible so if you have any ideas on how I could improve it please send an email to me matekovacs.com or message me on twitter kovacsamate. If you like the app please rate it in the app store it helps me a lot! Have a wonderful day Mate
1379007244,0,Video Resizer Subtitles Maker,Photo and Video,2018-05-09,2018-05-05,36.69,6,0,0,1,1.4.2,2020-06-03,Hey there 1.4: I added an option to import videos from cloud services instead of you camera roll. I m trying to make the best app possible so if you have any ideas on how I could improve it please send an email to me matekovacs.com or message me on twitter kovacsamate. If you like the app please rate it in the app store it helps me a lot! Have a wonderful day Mate
1379007244,0,Video Resizer Subtitles Maker,Photo and Video,2018-05-09,2018-05-05,36.69,6,0,0,1,1.4.1,2020-02-05,Hey there 1.4: I added an option to import videos from cloud services instead of you camera roll. I m trying to make the best app possible so if you have any ideas on how I could improve it please send an email to me matekovacs.com or message me on twitter kovacsamate. If you like the app please rate it in the app store it helps me a lot! Have a wonderful day Mate
1379007244,0,Video Resizer Subtitles Maker,Photo and Video,2018-05-09,2018-05-05,36.69,6,0,0,1,1.4.0,2020-01-14,Hey there 1.4: I added an option to import videos from cloud services instead of you camera roll. I m trying to make the best app possible so if you have any ideas on how I could improve it please send an email to me matekovacs.com or message me on twitter kovacsamate. If you like the app please rate it in the app store it helps me a lot! Have a wonderful day Mate
1379007244,0,Video Resizer Subtitles Maker,Photo and Video,2018-05-09,2018-05-05,36.69,6,0,0,1,1.3.8,2019-12-14,Hey there 1.3.8: I made the label editing and timing better than it was before I hope you like it! I also fixed an issue causing crashes when you tried to import videos sorry about that! I m trying to make the best app possible so if you have any ideas on how I could improve it please send an email to me matekovacs.com or message me on twitter kovacsamate. If you like the app please rate it in the app store it helps me a lot! Have a wonderful day Mate
1379007244,0,Video Resizer Subtitles Maker,Photo and Video,2018-05-09,2018-05-05,36.69,6,0,0,1,1.3.7,2019-10-08,Hey there 1.3.4: full iPad support 1.2.2: I added new languages to support so from now the app speaks Spanish Portuguese German Japanese and Hungarian! 1.2.1: I fixed an issue which occurred when you tried rotating and resizing at the same time thank you for reporting Sid! I also fixed an issue which caused crashes when the font color was changed. Thank you for reporting it Anthony! 1.2: I fixed a bug about the video export quality! Now you can choose high quality or standard. I also added a progress timer for the blurring so you will not think it s stuck. The app does not go to sleep while exporting so it ll be much more reliable Removed a green line which appeared for some of the users of the app after exporting I also fixed various little bugs thank you for reporting thos! James and Mark I m trying to make the best app possible so if you have any ideas on how I could improve it please send an email to me matekovacs.com or message me on twitter kovacsamate. If you like the app please rate it in the app store it helps me a lot! Have a wonderful day Mate
1379007244,0,Video Resizer Subtitles Maker,Photo and Video,2018-05-09,2018-05-05,36.69,6,0,0,1,1.3.6,2019-10-02,Hey there 1.3.4: full iPad support 1.2.2: I added new languages to support so from now the app speaks Spanish Portuguese German Japanese and Hungarian! 1.2.1: I fixed an issue which occurred when you tried rotating and resizing at the same time thank you for reporting Sid! I also fixed an issue which caused crashes when the font color was changed. Thank you for reporting it Anthony! 1.2: I fixed a bug about the video export quality! Now you can choose high quality or standard. I also added a progress timer for the blurring so you will not think it s stuck. The app does not go to sleep while exporting so it ll be much more reliable Removed a green line which appeared for some of the users of the app after exporting I also fixed various little bugs thank you for reporting thos! James and Mark I m trying to make the best app possible so if you have any ideas on how I could improve it please send an email to me matekovacs.com or message me on twitter kovacsamate. If you like the app please rate it in the app store it helps me a lot! Have a wonderful day Mate
1379007244,0,Video Resizer Subtitles Maker,Photo and Video,2018-05-09,2018-05-05,36.69,6,0,0,1,1.3.5,2019-09-26,Hey there 1.3.4: full iPad support 1.2.2: I added new languages to support so from now the app speaks Spanish Portuguese German Japanese and Hungarian! 1.2.1: I fixed an issue which occurred when you tried rotating and resizing at the same time thank you for reporting Sid! I also fixed an issue which caused crashes when the font color was changed. Thank you for reporting it Anthony! 1.2: I fixed a bug about the video export quality! Now you can choose high quality or standard. I also added a progress timer for the blurring so you will not think it s stuck. The app does not go to sleep while exporting so it ll be much more reliable Removed a green line which appeared for some of the users of the app after exporting I also fixed various little bugs thank you for reporting thos! James and Mark I m trying to make the best app possible so if you have any ideas on how I could improve it please send an email to me matekovacs.com or message me on twitter kovacsamate. If you like the app please rate it in the app store it helps me a lot! Have a wonderful day Mate
