"application_id";"title";"description"
"1525360243";"Zujo - Live Learning App";"Zujo is a social online learning app that connects teachers and students and it is a learning app. It helps students to find tutors around the world, get help with doubts, get help to solve homework and assignments, take one-to-one and group online classes with the best educators. One and only student learning platform, teachers app and interactive learning app.
Students can also try online learning programs with engaging video lectures, live classes with a realtime quiz, instant chat support etc.
Zujo enables personalised learning for every student across the world that's why we call it a student learning app.
Zujo covers live online learning programs of 1 to 12 classes of NCERT, IIT-JEE, NEET, CBSE, ICSC, CAT, IAS, JEE, NEET, Commerce, Bank Exams, UPSC, SSC, Railway Exams, Defence Exams, State PSC, NET Exams, GATE Exams, ESC, IIT-JAM Exams, NEET-PG, TET Exams, CA and CS Exams, State CET, CLAT, Competitive Programming, System Design, Interview Preparation, Data Structure and Algorithms etc.
Features
---------
Interactive one-to-one and live classes online:
- Attend live classes, solve questions in real-time, participate in live chat and solve your doubt instantly.
World's, Best Teachers:
- We have the world's best teacher across the globe, also you will get the best teachers recommendations every day
Every teacher's best companion
- We provide in-built support for pre-recorded, live classes, live video quiz, instant chat support, create private classes, live meetings, virtual whiteboard etc.
Everything, in one app
- We are open to everyone who wants to share their knowledge from kindergarten to PhD.
All your friends are on Zujo
- Work on homework assignments, projects and doubt solving with your friends.
Get notified for everything:
- never miss lessons, upcoming live classes recommendations just for you and manage your schedule.
Create engaging learning videos:
- Share your knowledge with everyone.
Create your online course and live programs:
- Anyone can create your live learning program and contribute to our education system.
Live paper solutions:
- Teachers and students can utilise a live streaming solution with an interactive live paper solution.
Personalized live classes:
- Teachers and students can go live in a personalized class with a live poll, Q & A and Chat support.
Find your personal tutor online:
- Zujo enables the opportunity of finding the best personal tutor for you.
## How it works for Teachers ###
1. Download the app
2. Sign up and create your profile with genuine information
3. Create your advertisement for one-to-one and group private classes.
4. Now, you can create your courses with articles, video lectures etc.
5. You can also create a live learning programme with in-built support of live quiz, whiteboard, live instant doubt solving and live chat support.
## How it works for Students ###
1. Download the app.
2. Sign up and create your profile with genuine information
3. Find the best tutor across the world for you.
4. Start your trial live classes in your favourite subjects.
5. Enroll in live and pre-recorded courses and even watch live recorded videos at your convenience.
6. Enjoy courses life-time.
## How Teachers can earn ###
1. Download the app
2. Sign up and create your profile with genuine information
3. First way to earn is by creating your tutor advertisement and get an inquiry from students for one-to-one private classes
4. Second way to earn is
Vision
- Our vision is to create a worldwide social learning community for teachers and students.
Mission
- Our mission is to give education and affordable education to everyone.
Follow Us:
Website: https://www.zujo.co"
"401818935";"Genius Scan Enterprise - PDF";"Genius Scan is a document scanner app in your pocket. Quickly scan your paper documents on the go and export them as multi-page PDF files.

*** Apple App of the Week *** 20+ million users *** 1000s of small businesses ***

Place any document in front of your device’s camera: our scanner app automatically recognizes the paper against the background, crops it, and cleans up the result. You obtain a crisp, legible scan. Batch scanning lets you scan dozens of pages in a matter of seconds. Powerful tools help you organize, share, or archive your documents.

“Next time you plan to hit the road, don’t forget to download Genius Scan to make life easier for yourself and your accounting department.” - AppPicker.com

“Camera apps aren’t designed for close-up text scanning, but Genius Scan is.” - The Guardian

== ENTERPRISE EDITION ==

Genius Scan Plus Premium Plan:

- All the premium features of the Genius Scan Plus Premium Plan (denoted with + below), out of the box (no upgrade needed).

Managed Configuration:

- Deployment to fleets of devices managed by a MDM tool
- Pre-configuration of app settings on a per-user basis (eg. set default email address, WebDAV/FTP credentials)
- Control of which apps and services users can export documents to
- No ads

== KEY FEATURES == 

Smart Scanning:

- Document detection & background removal
- Distortion correction
- Shadow removal and defect cleanup
- Filters (black & white, whiteboard, photo)
- Batch scanning

PDF Creation & Editing:

- Document merging & splitting
- Multiple page PDF creation
- Photos and PDF import

Security & Privacy:

- On-device document processing
+ Face ID locking
+ PDF password encryption

Document Organization:

- Document tagging
- Metadata and content search
+ Smart document renaming (custom templates, …)
+ Backup and multi-device sync with Genius Cloud (separate subscription)

Export:

- Email
+ Box, Dropbox, Evernote, Expensify, Google Drive, iCloud Drive, OneDrive, OneNote, FTP, SugarSync, WebDAV.
+ Any WebDAV compatible service such as Citrix ShareFile, NextCloud, ownCloud, Synology, Yandex. 
+ Automatic background auto-export

OCR (Text Recognition):

+ Text extraction
+ Searchable PDF creation
+ Business card scanning & contact creation

== ABOUT US ==

It’s in the heart of Paris, France that The Grizzly Labs develops Genius Scan. We take pride in crafting apps that help millions of users throughout the world and hold ourselves to the highest standards in terms of quality and privacy. Get in touch with us @thegrizzlylabs if you have any questions.

== PRICING & LEGAL ==

You can subscribe to Genius Cloud for backup & synchronization. In that case, Genius Scan’s store displays the duration and price of each subscription, updated at the time of purchase. Payment will be charged to iTunes account when the order is confirmed. Subscriptions automatically renew unless auto-renew is turned off no later than 24 hours before the end of the current period. Manage subscriptions, disable auto-renewal in the iTunes account settings.

https://www.thegrizzlylabs.com/genius-scan/cloud/terms"
"1425823370";"Pocket Coach: Futsal Board";"Are you a futsal coach?

It is time to take your coaching and your team to the next level!
 
Pocket Coach for Futsal is an animated coach tactic board app for futsal coaches. Our tactic board is designed with love for futsal and is a perfect choice if you want to improve your coaching and do better futsal drills. From futsal training drills to match tactics, this app will help you find new futsal tactics and drills and will let you create and save your own futsal tactics on digitally animated tactical board for futsal. 
 
This animated futsal tactic board app is very easy to use. You can use this app to do many things from planning team formations or lineup to finding new futsal tactics. 
 
Create and find training drills, starting formations or lineup and futsal game strategy or tactics and more in just one app - Pocket Coach for Futsal. You can also share your prepared futsal tactics with your team to let them know about plans for futsal training or match. If you don’t mind you can also share your futsal coachnig drills on social media with #PocketCoach hashtag.
 
Coaches from all around the world who are already using this futsal tactic board app have complimented its quality and ease of use. We believe this coaching app is a perfect replacement for whiteboards or tactical boards and will improve your futsal coaching.
 
Join a growing community of futsal coaches who share new tactics and drills every day and  download Pocket Coach for Futsal now and try this futsal coaching app for free! We honestly believe this futsal tactics board will help you with your day to day futsal coaching tasks.
__________________

PLAN FORMATIONS:
Prepare and edit futsal formations or lineup. Saved futsal formations or lineup can easily be shown to players in the wardrobe or on the futsal field.

BUILD FUTSAL TACTICS:
Build and save animated futsal tactics. Animated futsal tactics are best for explaining new futsal game tactics and training drills.

FIND NEW FUTSAL TACTICS:
A public repository of animated futsal tactics, that are used by other futsal coaches can help you win, or at least inspire you with new ideas to create new futsal tactics that best fit your futsal team.
__________________

How Does It Work?

1. Press on the object you want to add to the field
2. Drag object into the desired location
3. Draw movement to the object
4. ANIMATE!
__________________
 
Pocket Coach for Futsal authors note:
I've created this app out of love for sports and I hope it will help you be a better coach. With this said, I offer a basic app for free, but I suggest you upgrade to the standard version. The standard version will unlock the full app and help pay for the maintenance of the app and coffee.

I'm eager to see how creative you'll be getting with Pocket Coach, so tag what you share on social media with #PocketCoach hashtag for us to easily find you. And as always please contact me at info@pocketcoach.si for any questions, ideas or problems.

Thanks for being part of Pocket Coach."
"1384251818";"Whiteboard Note";"Simple whiteboard!

? Write to chose a color.
? You can change the size of the slider.
? You will be able to save the image.

---

supportURL:
https://www.facebook.com/apphuttt/"
"1550542641";"STEMboard: Math Work Digitally";"Imagine teaching a lesson and all of your students are able to access the lesson at grade level. STEMboard gives educators the opportunity to build students’ mastery of prerequisite skills and close learning gaps they are demonstrating prior to a lesson. The STEMboard app is available for the cell phone, tablet, laptop, and desktop. With STEMboard, support student learning from the comfort of your couch, on the beach, or on your train ride home.

STEMboard is one of very few apps integrated with Google, allowing teachers to easily access their classes through Google classroom and upload assignments with a simple click. Students have the opportunity to practice prerequisite skills by completing assignments provided by their teachers, outside of the classroom. Utilizing our easy-to-use whiteboard, students show detailed work on their assignments from their phones, tablets, or desktops, and submit completed assignments to their teachers for corrections. Teachers then provide detailed feedback on student work to correct their assignments and support their learning. 

STEMboard features

• Assignment upload - Create assignments that will support student learning before they enter the classroom and easily upload from Google Drive, a cell phone, or personal PC to Google Classroom.  
• Whiteboard - Students use their finger, stylus, or text tools to complete and submit assignments on the whiteboard. Teachers receive the assignments and provide detailed feedback on student work, by directly marking up student work with corrections and next steps for improvement. Students access and implement the feedback to make changes to and correct their assignment.  
• Replay - Teachers are able to do and undo student work to see the order in which students wrote on the assignment, giving teachers a play-by-play of the process students used to complete each problem. Teachers can see students’ work from step 1 and students can see the exact process teachers used to correct their work and accurately complete each problem.
• Digital Folder - Students and teachers FOREVER have access to student work stored in the STEMboard app!

Help your students grow inside and outside the classroom with STEMboard."
"544373562";"Faster Scan - Fast PDF Scanner";"A faster way to scan and OCR documents, even if they are curled, with your iPhone 
* Produce a sharp image with our image enhancement technology *

FasterScan lets you instantly scan multi-pages document and send out when there is no scanner nearby. By having it, you can scan not only documents in sight but also whiteboards, receipts, business cards, posters, coupons, books ...etc. 

It can fast auto-detect document edges from a picture, correct perspective distortion, remove shadows, and brighten it up to produce a clear and sharp document, especially useful in a Low-Light environment.

OCR / Recognize text from scanned images and export results as txt or docx files.

Photo Collage:
- Combine multiple pages into one sheet.
It's very useful especially when you need to print multiple pages (e.g. two sides of ID cards) on one A4/Letter paper.

In addition, FasterScan has a built-in PDF viewer for previewing scanned documents and browsing pages in detail. Edit text, draw lines, annotate, or sign on the scanned image. You can easily swipe over a page to delete it, tap on the Edit button to reorder pages in a list, or moving pages between documents.

When you have a long list of documents, it is easy to use folders for organizing documents: create, delete, rename, and move documents between folders. You can also use a password to protect documents in a folder from unauthorized view.

Search documents by name, full text search on OCR texts and user input texts.

In-app fax sending and receiving is convenient especially when you are out of the office or have no fax machine at all. 
You will receive a push notification when a fax is sent or received successfully or failed for what reason.

Each PDF file can be accessed directly from iTunes or WiFi file sharing by tapping on the ""Generate PDFs"" button or the ""WiFi file sharing"" button in the settings screen. You can also email documents out as PDF or JPEG files. 

You can transfer all your documents from one device to another easily in the app.

Other ways to export documents:
- Fax scans to over 100 countries instantly (cost calculated by the number of pages and recipient country and paid via in-app purchase)
- Print documents via AirPrint
- Save pages to Photo Albums
- ""Open In"" Other Apps, i.e. iBooks, Kindle, …etc.
- Export to reminders and calendars

More options to import / export documents in the Bronze / Silver / Gold plan: 
- Support import / upload to SMB (Win / Mac / NAS) and WebDAV Server
- Support import / upload to Files / iCloud Drive
- Support import / export to Dropbox, Evernote, Box, OneDrive
- Support import / export to Google Drive with OCR (Optical Character Recognition) option.

Import Files: 
- Import JPEG from other apps as image source to crop, perspective correction, and image enhancement
- Import PDF from other apps as scanned pages
- Import PDF/JPEG from cloud storage

Receive faxes:
- Purchase a number to receive faxes
- Deny all faxes when no need to receive any fax

Bronze / Silver / Gold plan subscription:
- Cloud Backup and Restore Documents (Silver / Gold plan): backup or restore documents to any date like a time machine. You can keep multiple backups on different dates
– Subscriptions are billed monthly or annually at the rate based on the subscription plan
– Payment will be charged to your App Store account at confirmation of purchase
– Subscription renews automatically unless auto-renew is turned off at least 24 hours before the end of the current period
– Account will be charged for renewal within 24 hours before the end of the current period. The cost depends on the selected plan
– Subscriptions may be managed by the user, and auto-renewal may be turned off by going to the user's Account Settings after purchase
– Any unused portion of the free trial will be forfeited when the user purchases a subscription or cancel it

Terms of Service: https://ifunplay.com/legal.html"
"628449838";"Lely T4C InHerd - FarmNotes";"Communicate fast and efficient with other InHerd users on your dairy farm.

FarmNotes replaces the whiteboard you can find in many larger dairy farms. You can carry  it around in your pocket, have always the latest information from your colleagues available and you can send and reply on a message wherever you are.

It works as fast and easy as text messaging, but without costs and you can also easily check the chat history on a certain subject."
"1148087827";"Care and Management App for Rescue Organizations";"Management and Care tool designed to help those that rescue animals. Removes the paper, post it notes and messy whiteboards used by many rescues.
The application is designed to allow volunteers and staffers that work to support a rescue access to information they need to do their jobs via their mobile device. Based on the access you allow, they can do anything from transfer an animal to a new pet parent, record behavior and activities, manage and record health events of animals in care plus other rescue focused features. The application designed by Rescues for Rescues. Straightforward and easy to use for your young volunteers to those staffers with years of experience."
"1066246163";"The Billy Goats Gruff - US";"Our multi award-winning Come Alive Stories software is now multi-platform which means that you can use your favourite software on your favourite tablets!  Simply use your multi-platform licence to activate The Billy Goats Gruff on your iPads and computers.
There are a host of new features in the new multi-platform edition that make great use of your iPad tools including the facility for children to voice record their own stories and create their own storybooks.  

Whether they are using the interactive whiteboard or iPad, working individually or in small groups, they’ll love getting actively involved with the story as they explore the interactive e-book, listen to the song, play listening games and investigate story-related non-fiction covering goats, bridges and meadows. And, as they record and write their own stories, they’ll become practiced storytellers and authors!

FEATURES

-	Read along with and listen to the animated rhyming story
-	Listen to and sing along with the catchy song 
-	Play with the story by touching the screen to make characters and scenery move
-	Play a listening game to enhance auditory discrimination
-	Sequence story events with the ‘What happened next?’ activity
-	Use the recording function to create your own version of the story; children will love getting into character and practising the voices! 
-	Write your own story; children will enjoy getting creative and typing alongside scenes from the tale. 
-	Find out about facts related to the story through a range of clear photographs, cross -curricular information and interactive activities.
-	No third-party advertising
-	No in-app purchases

WHO IS YELLOW DOOR?

We are a publisher offering a range of inspiring and innovative literacy and maths resources to support early childhood and special education. From multisensory games to interactive software, we combine hands-on learning with open-ended technology to promote communication and language, collaborative play and creativity across the curriculum. Our aim is to create products that are appealing to small hands and curious minds, that will help build an engaging, playful learning landscape for all young children. 

OTHER APPS FROM YELLOW DOOR 

The Three Little Pigs, Goldilocks and the Three Bears, Little Red Riding Hood, Jack and the Beanstalk and The Gingerbread Man. 

REVIEW THE APP

We would love to hear what you think of our NEW app, so please leave a review!"
"1171741624";"Pocket Coach: Tactic Board";"Are you a soccer coach?

It is time to take your coaching and your team to the next level!
 
Pocket Coach for Soccer is an animated tactic board app for soccer coaches. Our tactic board is designed with love for soccer and is a perfect choice if you want to improve your coaching and do better soccer drills. From training drills to match tactics, this app will help you find new tactics and drills and will let you create and save your own tactics on digitally animated tactical board. 
 
This animated tactic board app is very easy to use. You can use this app to do many things from planning team formations or lineup to finding new tactics. 
 
Create and find training drills, starting formations or lineup, game strategy or tactics and more in just one app - Pocket Coach for Soccer. You can also share your prepared tactics with your team to let them know about plans for training or the next match. If you don’t mind you can also share your drills on social media with #PocketCoach hashtag.
 
Coaches from all around the world who are already using this app have complimented its quality and ease of use. We believe this coaching app is a perfect replacement for whiteboards or tactical boards and will improve your soccer coaching.
 
Join a growing community of soccer coaches who share new tactics and drills every day and  download Pocket Coach for Soccer now and try this app for free! We honestly believe this tactics board will help you with your day to day coaching tasks.

__________________

PLAN FORMATIONS:
Prepare and edit formations or lineup. Saved formations or lineup can easily be shown to players in the wardrobe or on the field.

BUILD SOCCER TACTICS:
Build and save animated tactics. Animated tactics are best for explaining new game tactics and training drills.

FIND NEW SOCCER TACTICS:
A public repository of animated soccer tactics, that are used by other coaches can help you win, or at least inspire you with new ideas to create new tactics that best fit your team.
__________________

How Does It Work?

1. Press on the object you want to add to the field
2. Drag object into the desired location
3. Draw movement to the object
4. ANIMATE!
__________________
 
Pocket Coach for Soccer authors note:
I've created this app out of love for sports and I hope it will help you be a better coach. With this said, I offer a basic app for free, but I suggest you upgrade to the standard version. The standard version will unlock the full app and help pay for the maintenance of the app and coffee.

I'm eager to see how creative you'll be getting with Pocket Coach, so tag what you share on social media with #PocketCoach hashtag for us to easily find you. And as always please contact me at info@pocketcoach.si for any questions, ideas or problems.

Thanks for being part of Pocket Coach."
