app_id,unified_app_id,app_name,app_category,worldwide_release,initial_release,app_size,app_lang,multihoming,paid,in_app_purchases,updates_per_month,function_updates_per_month,time_dummy_1,time_dummy_2,time_dummy_3,time_dummy_4,time_dummy_5,time_dummy_6,time_dummy_7,time_dummy_8,month_indicator,affected,after_entry,elapsed_avg_days,avg_age_days
768002043,0,ACATW Translator,Utilities,2013-12-06,2013-12-06,12.64,11,0,0,0,1,0,1,0,0,0,0,0,0,0,month_1,0,0,3506,3611.0
768002043,0,ACATW Translator,Utilities,2013-12-06,2013-12-06,12.64,11,0,0,0,0,0,0,1,0,0,0,0,0,0,month_2,0,0,3536,3611.0
768002043,0,ACATW Translator,Utilities,2013-12-06,2013-12-06,12.64,11,0,0,0,0,0,0,0,1,0,0,0,0,0,month_3,0,0,3566,3611.0
768002043,0,ACATW Translator,Utilities,2013-12-06,2013-12-06,12.64,11,0,0,0,0,0,0,0,0,1,0,0,0,0,month_4,0,0,3596,3611.0
768002043,0,ACATW Translator,Utilities,2013-12-06,2013-12-06,12.64,11,0,0,0,0,0,0,0,0,0,1,0,0,0,month_5,0,1,3626,3611.0
768002043,0,ACATW Translator,Utilities,2013-12-06,2013-12-06,12.64,11,0,0,0,0,0,0,0,0,0,0,1,0,0,month_6,0,1,3656,3611.0
768002043,0,ACATW Translator,Utilities,2013-12-06,2013-12-06,12.64,11,0,0,0,0,0,0,0,0,0,0,0,1,0,month_7,0,1,3686,3611.0
768002043,0,ACATW Translator,Utilities,2013-12-06,2013-12-06,12.64,11,0,0,0,0,0,0,0,0,0,0,0,0,1,month_8,0,1,3716,3611.0
1664061658,0,Accurate All Translator Camera,Lifestyle,2023-01-14,2023-01-14,90.02,1,0,0,1,0,0,1,0,0,0,0,0,0,0,month_1,0,0,180,285.0
1664061658,0,Accurate All Translator Camera,Lifestyle,2023-01-14,2023-01-14,90.02,1,0,0,1,1,0,0,1,0,0,0,0,0,0,month_2,0,0,210,285.0
1664061658,0,Accurate All Translator Camera,Lifestyle,2023-01-14,2023-01-14,90.02,1,0,0,1,1,0,0,0,1,0,0,0,0,0,month_3,0,0,240,285.0
1664061658,0,Accurate All Translator Camera,Lifestyle,2023-01-14,2023-01-14,90.02,1,0,0,1,0,0,0,0,0,1,0,0,0,0,month_4,0,0,270,285.0
1664061658,0,Accurate All Translator Camera,Lifestyle,2023-01-14,2023-01-14,90.02,1,0,0,1,0,0,0,0,0,0,1,0,0,0,month_5,0,1,300,285.0
1664061658,0,Accurate All Translator Camera,Lifestyle,2023-01-14,2023-01-14,90.02,1,0,0,1,1,0,0,0,0,0,0,1,0,0,month_6,0,1,330,285.0
1664061658,0,Accurate All Translator Camera,Lifestyle,2023-01-14,2023-01-14,90.02,1,0,0,1,1,0,0,0,0,0,0,0,1,0,month_7,0,1,360,285.0
1664061658,0,Accurate All Translator Camera,Lifestyle,2023-01-14,2023-01-14,90.02,1,0,0,1,0,0,0,0,0,0,0,0,0,1,month_8,0,1,390,285.0
1529429079,0,AI Translator Speak Translate,Education,2020-11-05,2020-11-05,120.73,1,0,0,0,0,0,1,0,0,0,0,0,0,0,month_1,0,0,980,1085.0
1529429079,0,AI Translator Speak Translate,Education,2020-11-05,2020-11-05,120.73,1,0,0,0,0,0,0,1,0,0,0,0,0,0,month_2,0,0,1010,1085.0
1529429079,0,AI Translator Speak Translate,Education,2020-11-05,2020-11-05,120.73,1,0,0,0,0,0,0,0,1,0,0,0,0,0,month_3,0,0,1040,1085.0
1529429079,0,AI Translator Speak Translate,Education,2020-11-05,2020-11-05,120.73,1,0,0,0,3,0,0,0,0,1,0,0,0,0,month_4,0,0,1070,1085.0
1529429079,0,AI Translator Speak Translate,Education,2020-11-05,2020-11-05,120.73,1,0,0,0,0,0,0,0,0,0,1,0,0,0,month_5,0,1,1100,1085.0
1529429079,0,AI Translator Speak Translate,Education,2020-11-05,2020-11-05,120.73,1,0,0,0,1,0,0,0,0,0,0,1,0,0,month_6,0,1,1130,1085.0
1529429079,0,AI Translator Speak Translate,Education,2020-11-05,2020-11-05,120.73,1,0,0,0,0,0,0,0,0,0,0,0,1,0,month_7,0,1,1160,1085.0
1529429079,0,AI Translator Speak Translate,Education,2020-11-05,2020-11-05,120.73,1,0,0,0,0,0,0,0,0,0,0,0,0,1,month_8,0,1,1190,1085.0
1614795543,0,AI Translator Text Voice OCR,Productivity,2022-03-18,2022-03-18,123.95,1,0,0,0,0,0,1,0,0,0,0,0,0,0,month_1,0,0,482,587.0
1614795543,0,AI Translator Text Voice OCR,Productivity,2022-03-18,2022-03-18,123.95,1,0,0,0,0,0,0,1,0,0,0,0,0,0,month_2,0,0,512,587.0
1614795543,0,AI Translator Text Voice OCR,Productivity,2022-03-18,2022-03-18,123.95,1,0,0,0,0,0,0,0,1,0,0,0,0,0,month_3,0,0,542,587.0
