app_id,unified_app_id,app_name,app_category,worldwide_release,initial_release,app_size,app_lang,multihoming,paid,in_app_purchases,app_description
1513048898,0,Groups Control Groups Streaming Apps 4biddenknowledge TV,Entertainment,2020-07-02,2020-07-02,84.44,1,0,0,1,4biddenknowledge TV gives viewers a once in a lifetime opportunity to explore reality like never before revealing a deep understanding of mathematical codes that gave birth to the universe. Here you will find amazing programs on yoga and meditation all designed to open your eyes to the true divine nature of your soul. Inquire into ancient texts glyphs and cuneiform tablets in different parts of the world. Unlock their true meanings as you sail through. Jaunt through megalithic structures and feast your eyes on exclusive footage. Without a doubt 4biddenknowledge TV is a true definition of enlightenment through entertainment. To access all features and content you can subscribe to 4biddenknowledge TV on a monthly or yearly basis with an auto renewing subscription right inside the app. Pricing can vary by region and will be confirmed before purchase in the app. In app subscriptions will automatically renew at the end of their cycle. All payments will be paid through your iTunes Account and may be managed under Account Settings after the initial payment. Subscription payments will automatically renew unless deactivated at least 24 hours before the end of the current cycle. Your account will be charged for renewal at least 24 hours prior to the end of the current cycle. Any unused portion of your free trial will be forfeited upon payment. Cancellations are incurred by disabling auto renewal. Terms of Service: https: www.4biddenknowledge.tv tos Privacy Policy: https: www.4biddenknowledge.tv privacy
896014310,1000600000538467,Groups Control Groups Streaming Apps Acorn TV Watch British Series,Entertainment,2018-11-09,2014-07-30,94.74,2,1,0,1,Stream world class TV from Britain and beyond wherever you go! To get started download the Acorn TV app and sign up for a 7 day free trial. Hailed as Netflix for the Anglophile by NPR Acorn TV offers hard to find gems timeless classics and newly discovered favorites from Britain Ireland Australia and beyond. Start a 7 day free trial to watch such fan favorites as Doc Martin A Place to Call Home Murdoch Mysteries Brokenwood Mysteries Midsomer Murders and Foyle s War as well as Acorn TV Originals you can t stream anywhere else including Agatha Raisin Loch Ness Striking Out and Detectorists. Try us free for 7 days! Instant access to a world class library of dramas mysteries comedies documentaries and more New series and episodes added weekly including Acorn TV Originals so there s always something to watch Always commercial free. Watch whenever you want wherever you want for one low monthly price Search your favorite shows and watch immediately or save to your watchlist and come back to it later Sign up and stream on all your devices After the 7 day trial your Acorn TV subscription will continue at the current monthly or annual rate depending on the type of plan you select. If you subscribe via iTunes your payment will be charged to your iTunes account. You can easily cancel anytime by turning off auto renew in your iTunes account settings. The monthly subscription automatically renews every month unless auto renew is turned off at least 24 hours before the end of the current period. Your iTunes account will be charged for renewal within 24 hours prior to the end of the current period. The annual subscription automatically renews every year unless auto renew is turned off at least 24 hours before the end of the current period. Your iTunes account will be charged for renewal within 24 hours prior to the end of the current period. Any unused portion of a free trial period if offered will be forfeited when the user purchases a subscription where applicable. Facebook: https: www.facebook.com OfficialAcornTV Twitter: https: twitter.com acorntv Instagram: https: www.instagram.com acorn_tv Terms and Conditions: https: www.amcnetworks.com terms of use Privacy Policy: https: www.amcnetworks.com privacy policy Support: http: support.acorn.tv support home
1111279987,1000600000565723,Groups Control Groups Streaming Apps AHC GO,Entertainment,,2016-08-09,119.28,1,1,0,0,Catch up with your favorite AHC shows anytime anywhere with the all new AHC GO app and now get access to up to 14 additional networks including ID Science Channel Discovery Travel Channel and more all in one app. It s FREE with your pay TV subscription. Link your pay TV provider cable satellite telco live TV streaming service to access AHC favorites like World War II: Witness to War Mafia s Greatest Hits Against the Odds Civil War: Blood on the Battlefield America: Fact vs. Fiction 12 Strong and many more plus top shows from other networks including Home Town HGTV Expedition Unknown Discovery Ghost Adventures Travel Channel Evil Lives Here ID and more. New episodes are available the same day as they premiere on TV. With AHC GO You Can: Stream AHC and more networks LIVE anytime anywhere on all your favorite devices Find shows to watch with the live schedule guide Access thousands of episodes on demand from current hits to classic favorites See new episodes of shows on the app the same day and time they premiere on TV Binge your favorite AHC series and specials including World War II: Witness to War Mafia s Greatest Hits Against the Odds Civil War: Blood on the Battlefield America: Fact vs. Fiction 12 Strong and many more! Get unlimited access to everything the Discovery family of networks has to offer free with your pay TV subscription Features: Stream live TV when you link your pay TV provider Watch select episodes and entire seasons of your favorite shows from up to 15 networks! Browse by genre from Natural History Science and Tech to Food Home and more to find your favorite shows and discover new ones Continue watching episodes where you left off across all of your devices Save shows and episodes to watch later with My List Compatible with tvOS and Chromecast Closed captioning support Requirements: Available in the U.S. only Wi Fi connection recommended iOS 12 or higher Need help Visit gohelp.discovery.com. Visitor Agreement: https: corporate.discovery.com visitor agreement Privacy Notice: https: corporate.discovery.com privacy policy California Privacy Notice: https: corporate.discovery.com privacy policy cappi California Do Not Sell My Personal Info: https: corporate.discovery.com california_dns We may work with third party advertising companies and other partners that help us deliver tailored advertisements to you. To opt out of behavioral tracking on mobile devices you may use the DAA AppChoices Tool available at http: www.aboutads.info appchoices. This app features Nielsen s proprietary measurement software which will allow you to contribute to market research such as Nielsen TV Ratings. To opt out of Nielsen measurement on mobile devices visit Nielsen s mobile opt out page at https: sites.nielsen.com legal privacy statement nielsen_app_output .
1032488115,1000600000805619,Groups Control Groups Streaming Apps ALLBLK TV Film,Entertainment,,2016-10-25,68.65,1,1,0,1,ALLBLK is an invitation to a world of streaming entertainment that is inclusively but unapologetically Black. To get started download the ALLBLK app and sign up for a 7 DAY FREE TRIAL. Stream ALLBLK Original Series you can t find anywhere else including A House Divided Double Cross Craig Ross Jr. s Monogamy For The Love of Jason and Stuck With You. Access exclusive movie premieres like Available Wife and Everything But A Man plus fan favorites like Secrets and Pride Prejudice Atlanta. Plus the best of David E. Talbert s stage plays are at your fingertips! Try ALLBLK with an easy 7 DAY FREE TRIAL! Instant access to a library of popular and exclusive original series must see independent films nostalgic Black cinema lively stage plays popular network TV and much more! New content added weekly so there s always something to watch. Always commercial free watch whenever you want wherever you want for one low monthly price! Add your favorite movies and TV shows to your Watchlist. Sign up and stream on all your devices. After the 7 day trial your ALLBLK subscription will continue for as long as you choose to subscribe. Register via the app using your iTunes account. If you subscribe via iTunes your payment will be charged to your iTunes account. You can easily cancel any time by turning off auto renew in your iTunes account settings. Need Support Email: Support ALLBLK.tv Terms and Conditions: https: www.amcnetworks.com terms of use Privacy Policy: https: www.amcnetworks.com privacy policy
1532153219,1000800000139083,Groups Control Groups Streaming Apps Amazon Freevee MoviesLive TV,Entertainment,,2021-07-26,73.34,3,1,0,0,Amazon Freevee is a premium free streaming service. Watch thousands of hit movies shows Freevee Originals and live 24 7 entertainment channels to match your mood. App features: Original shows and movies from the award winning Amazon Studios with all new exclusive releases added each month that are free to stream. 24 7 Live Entertainment Channels live programs based on fanbase genre and content. Search by Title Genre or Cast plus explore Trending Searches to see this week s most popular titles. Add to your Watchlist create a personalized Watchlist with new and classic film and tv favorites. No credit cards. No subscription fees. 100 Free. Log in with your Amazon account to start streaming today. Freevee is supported by Ads to bring you thousands of hit shows and movies with no hidden costs. For our Terms of Use and Privacy Notice please see https: www.primevideo.com terms. Amazon Freevee Prime Video and all related marks are trademarks of Amazon.com Inc. or its affiliates.
1324809509,1000600000630475,Groups Control Groups Streaming Apps Amazon Kids,Entertainment,2022-04-17,2018-06-23,239.06,9,1,0,1,Amazon Kids is an all in one kids app for learning and entertainment. Your children will have unlimited access to over 10 000 kid friendly movies TV shows books tailored for children 3 12 years old. TRY AMAZON KIDS FOR FREE Try it free for 1 month Cancel anytime with no hassle Plus one subscription works for multiple devices Your subscription will automatically continue as long as you chose to remain a subscriber Help your children learn their ABCs 123s and more with fun and educational videos. Learn Spanish and explore different languages through kids shows with their favorite characters like Dora and Diego. Ignite their passion for reading with thousands of children s books audiobooks picture books and series. Pinch and zoom to enlarge the book s font making it easier for kids to read. Your children can enjoy top entertainment from trusted brands like Disney Nickelodeon PBS Kids Amazon Originals Sesame Street National Geographic and more all hand picked by our team. Parental controls ensure a kid friendly environment where you can personalize screen time limits set educational goals filter age appropriate content and manage web browsing and content usage. With Amazon Kids up to four kids can enjoy unlimited access to their favorite content across devices including compatible tablets phones e readers and smart speakers. Kids Entertainment: Popular characters kids love and parents trust in movies tv shows videos Disney: Frozen Moana Star Wars Toy Story PBS Kids: Sesame Street Daniel Tiger s Neighborhood Wild Kratts Nickelodeon Nick Jr: Bubble Guppies Team Umizoomi Dora the Explorer Marvel: Spiderman The Avengers Captain America Amazon Originals: Pete the Cat Stinky and Dirty If You Give a Mouse a Cookie Educational Books Videos Series: Thousands of children s books videos and tv shows Your child can go on imaginary adventures with their favorite characters superheroes Ignite their passion for reading with easy to read stories and read to me audiobooks Browse by theme: from fables and fairy tales to classic literature and chapter books Your children can discover their favorite books and videos by name character title author episode more Parent Dashboard: Set daily time limits bedtimes to help set restrictions on screen time Block access to entertainment content until after educational goals are met Review your children s activity over the past 90 days. See most recently viewed books movies TV shows Set Parent PIN Child Profiles: Create up to four personalized child profiles Switch quickly easily between each profile Set age ranges for each child so they only see age appropriate content Endless fun for kids. No grown up stuff. Amazon Kids was built from the ground up for kids to have a fun and educational environment to enjoy. If you subscribe to Amazon Kids via iTunes where available payment will be charged to your iTunes Account at confirmation of purchase and your membership will automatically renew monthly unless auto renewal is turned off at least 24 hours before the end of the then current membership period. Your account will be charged for renewal within 24 hours before the end of each membership period at the rate of your selected plan. You can manage your subscription and turn off auto renewal anytime by going to My Account or through iTunes. Any unused portion of a free trial period if offered will be forfeited at the time of purchase where applicable. See https: www.amazon.com gp help customer display.html ref freetime_ios_dp nodeId 508088 for other terms applicable to your use of Amazon Kids . By using this app you agree to Amazon s Conditions of Use www.amazon.com conditionsofuse and Privacy Notice www.amazon.com privacy .
545519333,1000600000002007,Groups Control Groups Streaming Apps Amazon Prime Video,Entertainment,2016-12-14,2012-07-31,154.03,31,1,0,1,Watch movies TV and sports including Amazon Originals like The Lord of the Rings: The Rings of Power The Boys The Marvelous Mrs. Maisel and Tom Clancy s Jack Ryan as well as recommendations just for you. App features: Download videos to watch offline. Rent or buy new release movies and popular TV shows availability varies by marketplace . Cast from your phone or tablet to the big screen with Chromecast. Multi user profiles allow creating personalized entertainment experiences. Go behind the scenes of movies and TV shows with exclusive X Ray access powered by IMDb. Watch on Apple TV by downloading the separate tvOS app requires Apple TV 3rd generation or later . The Prime Video app is now available on Mac by downloading the separate macOS app requires macOS Big Sur 11.4 or later If you subscribe to Prime Video via iTunes where available payment is charged to your iTunes Account at confirmation of purchase and your membership automatically renews monthly unless auto renewal is turned off at least 24 hours before the end of the then current plan period. Your account is charged for renewal within 24 hours before the end of each plan period at the rate of your selected plan. Manage your subscription and turn off auto renewal anytime by going to My Account or through iTunes. For customers located within the European Union United Kingdom or Brazil: By using this app you agree to Amazon s Conditions of Use and Prime Video s Terms of Use found here: www.primevideo.com ww av legal home. Please see our Privacy Notice our Cookies Notice and our Interest Based Ads Notice found here: www.primevideo.com ww av legal home. For all other customers: By using this app you agree to Amazon s Conditions of Use Privacy Notice and Prime Video s Terms of Use found here: www.primevideo.com ww av legal home.
1025120568,1000600000443746,Groups Control Groups Streaming Apps AMC Stream TV Shows Movies,Entertainment,2020-10-13,2015-08-20,68.4,1,1,0,0,AMC is home to some of the most popular and acclaimed programs on television. Sign in with your TV provider and stay current with the latest full episodes and video extras from your favorite AMC Original Series. Use your iPhone or iPad to Airplay or cast directly to your television. Original AMC programming includes The Walking Dead the highest rated series in cable history Fear the Walking Dead Preacher Better Call Saul Dietland Humans Into the Badlands McMafia The Terror and many more. Cable Providers include AT T U Verse COX DIRECTV DISH Optimum Xfinity and Verizon FiOS among many others. To view the full list of TV providers and additional Frequently Asked Questions for the AMC app go to: https: www.amc.com faq This app features Nielsen proprietary measurement software which will allow you to contribute to market research like Nielsen s TV Ratings. To learn more about our digital measurement products and your choices in regard to them please visit http: www.nielsen.com digitalprivacy for more information. Currently the AMC app is available for download in the United States and U.S. territories including American Samoa Guam Northern Mariana Islands Puerto Rico US Military United States Minor Outlying Islands and US Virgin Islands. The AMC app is not available to download in Canada and all other non US territories. Privacy Policy: https: www.amc.com privacy premiere Terms of Use: https: www.amc.com terms premiere
1578728899,1000600000818100,Groups Control Groups Streaming Apps AMC TV Shows Movies,Entertainment,,2021-08-11,71.62,1,1,0,1,AMC is a premium streaming bundle featuring world class originals award winning series and exclusive movies made just for you. Enjoy full access to AMC s critically acclaimed originals the spine tingling horror of Shudder captivating dramas mysteries from Sundance Now and culture defining movies from IFC Films Unlimited. Thousands of hours of curated content all in one place with new shows and movies added every week. AMC Exclusive Features: The Ultimate Fan Destination for The Walking Dead Universe and Anne Rice s Immortal Universe with bonus episodes collections and specials not available anywhere else. Dive into full seasons of critically acclaimed series such as Mad Men Dark Winds Interview with The Vampire Gangs of London Orphan Black and more. Full access to SHUDDER the leading home for horror thriller and supernatural entertainment including new spine tingling movies iconic scares and exclusive fan favorite franchises like Creepshow V H S and The Last Drive In with Joe Bob Briggs. Discover the best suspenseful dramas and mysteries from around the world with SUNDANCE NOW including A Discovery of Witches Riviera The Bureau and the True Crime Story franchise. Indulge in award winning independent films including festival favorites and star studded indie darlings with IFC FILMS UNLIMITED. Access to popular live TV networks like AMC plus streaming only exclusives including The Walking Dead Channel. AMC delivers more of what you want less of everything else. Start streaming AMC today! For help with AMC please visit support.amcplus.com For our Terms of Use visit amcplus.com terms For our Privacy Policy visit amcplus.com privacy
1473663873,1000600000778080,Groups Control Groups Streaming Apps Angel Studios,Entertainment,2019-08-03,2019-07-27,112.28,1,1,0,1,Angel Studios is not just another streaming service. Our free shows movies and documentaries are handpicked by our audience and crowdfunded by our fans. Watch inspiring and award winning content on Angel Studios from original series like The Chosen and The Wingfeather Saga to movies such as Sound of Freedom and His Only Son and unique comedy shows like Dry Bar Comedy. New compelling projects are added regularly. Angel Studios offers exceptional movies shows and documentaries for all ages. Enjoy unlimited access to our award winning viewer supported content designed to inspire uplift and unite through meaningful storytelling. Experience meaningful storytelling without barriers. Angel Studios is full of high quality value driven TV entertainment that you can t watch anywhere else. Want to support your favorite content Invest in projects Pay It Forward join the Angel Guild or buy merchandise. Angel Studios believes in making storytelling universally accessible. Our commitment to share light amplifying content allows us to offer our service for free. This model is made possible by fan contributions via Pay It Forward merchandise sales and sponsorships. Watch movies shows and documentaries owned by fans 100 free to watch and stream Our fans pick the content we stream not Hollywood executives Vote on what movies and shows get made Exclusive live streams stories podcasts and more Support your favorite shows Shop for merch in our gift factory Angel Studios is completely free to watch. No payment or credit card required. Stream shows vote on movies and be a part of a community that matters. Download the app start streaming your favorite shows and movies for free. Privacy policy: https: www.angel.com legal privacy Terms of use: https: www.angel.com legal terms of use
