"application_id","title","description"
"1448001032","Translate King - Translator","Translate King is a versatile translation tool. Photo translation, speech translation, dialogue translation, Spanish，French and other 104 language translators.Whether you're traveling to new places or trying to get started learning a new language, thanks to “Translate King”, the language is no longer a barrier to communication.• Voice Translation Speak to translate. Dictate what you want to translate and let the app read out the translation, or read it on your screen. Translate King enables you to speak a new language with confidence.• Camera TranslationTranslate any pic or text using your camera. Snap a shot of any printed source and Translate King translates it instantaneously. You can easily translate menus, signs, maps, or any paper document.• Conversation ModeHave foreign language conversations. Now you can communicate effectively with people from all over the world. Translate King translates conversations between a foreigner and yourself in real-time.• Text TranslationTranslate text into 100+ languages. Enter the phrase you want to translate to receive the results in text format or listen to the correct pronunciation.• Siri ShortcutsAdd shortcuts to Siri to get your translations even faster.Translations between the following languages are supported:Afrikaans, Albanian, Amharic, Arabic, Armenian, Azerbaijani, Basque, Belarusian, Bengali, Bosnian, Bulgarian, Catalan, Cebuano, Chichewa, Chinese (Simplified), Chinese (Traditional), Corsican, Croatian, Czech, Danish, Dutch, English, Esperanto, Estonian, Filipino, Finnish, French, Frisian, Galician, Georgian, German, Greek, Gujarati, Haitian Creole, Hausa, Hawaiian, Hebrew, Hindi, Hmong, Hungarian, Icelandic, Igbo, Indonesian, Irish, Italian, Japanese, Javanese, Kannada, Kazakh, Khmer, Korean, Kurdish, Kyrgyz, Lao, Latin, Latvian, Lithuanian, Luxembourgish, Macedonian, Malagasy, Malay, Malayalam, Maltese, Maori, Marathi, Mongolian, Myanmar (Burmese), Nepali, Norwegian, Pashto, Persian, Polish, Portuguese, Punjabi, Romanian, Russian, Samoan, Serbian, Sesotho, Shona, Sindhi, Sinhala, Slovak, Slovenian, Somali, Spanish, Sundanese, Swahili, Swedish, Tajik, Tamil, Telugu, Thai, Turkish, Ukrainian, Urdu, Uzbek, Vietnamese, Welsh, Xhosa, Yiddish, Yoruba, Zulu*Some features are not available in all languages.**Internet connection is required to translate.Parts of service translated by Microsoft®. Others are translated by Google Translate™.Permissions Notice:• Microphone & Speech Recognition• Notifications• Camera• SiriContact:If you have any questions, please feel free to feedback. Feedback email: bzq1@foxmail.com."
"1173491149","Melbourne Beach Tourism Guide","MELBOURNE BEACH TOURISM GUIDE with attractions, museums, restaurants, bars, hotels, theaters and shops with, pictures, rich travel info, prices and opening hours. Discover what's on and places to visit in Melbourne Beach with our new cool app. Your guide to top attractions, shopping malls / locations, finding hotels, directions to hotels & Bars, Restaurants. An all-in-one app for all the local attractions. Our travel guide to Melbourne Beach, featuring up-to-date information on attractions, hotels, restaurants, shopping, nightlife, travel tips and more. Highlights : ◆ Melbourne Beach Info - Overview, Climate, Geography, History and Travel Information. ◆ Attractions - Ancient Sites, Beaches, Botanical Gardens, Coffee Farms, Museums, Scenic Drives, Towns, Waterfalls, Religious and Historical Sites Etc. ◆ Hotels - From Luxury Hotels to Budget Accommodations. Reviews, Price comparison, Gallery, Map, Search, Amenities, Address and more. ◆ Map - It is an interactive map and get turn by turn driving directions. Find traffic details, road conditions, street maps, Multi map, satellite photos, and aerial maps. Allow you to easily search and find local businesses with directions. ◆ Gallery - Picture galleries of Melbourne Beach's most beautiful sights, interesting events, unusual occasions and more.◆ POI Search - Search everything at Melbourne Beach. Airport, ATM, Bank, Bars, Beauty Salon, Bus Station, Cafe, Campground, Car Wash, Department Store, Doctor, Fire Station, Food, Gas Station, Hospital, Library,Lodging, Mosque, Movies, Museum, Park, Parking, Pharmacy, Pizza, Police, Shopping, Stadium, Taxi, Train Station, Travel Agency, University, Zoo. or Enter any keyword or name to search Find Name, address, distance, route map, call, directions to every business location. Sharing option available. ◆ Translator - Supports 52 languages, Large text Translation. ◆ World Clock - All major cities of the world (1000 Cities)."
"1260915700","Multinational Voice Translator","Multinational Voice Translator is specially made for traveler and business people.  Talks to your phone in one language, then let your friend or business partner to hear the translated speech in his/her mother tongue.This tool greatly reduces the communication barrier when talking to others from all over the world.Please note that internet connection is required to use the app. FEATURES- Employed state-of-the-art AI technology (Neural Networks) for Voice Recognition and Translation.- Voice Recognition, Text Translation and Voice Translation in 58 languages and accent.- Accurate Voice Recognition with support of different accents in the same language.- Instant translation.- Translated speech voice is offline, lowering internet traffic usage.- Recognition and Translation will become more and more accurate as the Neural Networks are learning continuously.- Recognize punctuation marks in voice.  The punctuation marks will make translation to be much more accurate.SUPPORTED LANGUAGES AND ACCENTS:- Arabic(العربية) - Saudi Arabia - Cantonese(廣東話) - Hong Kong - Cantonese(粵語) - China - Catalan(català) - Spain - Croatian(hrvatski) - Croatia - Czech(čeština) - Czechia - Danish(dansk) - Denmark - Dutch(Nederlands) - Belgium - Dutch(Nederlands) - Netherlands - English - Australia - English - Canada - English - India - English - Indonesia - English - Ireland - English - New Zealand - English - Philippines - English - Saudi Arabia - English - Singapore - English - South Africa - English - UK - English - United Arab Emirates - English - USA - Finnish(suomi) - Finland - French(français) - Belgium - French(français) - Canada - French(français) - France - French(français) - Switzerland - German(Deutsch) - Austria - German(Deutsch) - Germany - German(Deutsch) - Switzerland - Greek(Ελληνικά) - Greece - Hebrew(עברית) - Israel - Hungarian(magyar) - Hungary - Indonesian(Indonesia) - Indonesia - Italian(italiano) - Italy - Italian(italiano) - Switzerland - Japanese(日本語) - Japan - Korean(한국어) - Korea - Malay(Bahasa Melayu) - Malaysia - Mandarin(國語) - Taiwan - Mandarin(普通話) - China - Norwegian(norsk bokmål) - Norway - Polish(polski) - Poland - Portuguese(português) - Brazil - Portuguese(português) - Portugal - Romanian(română) - Romania - Russian(русский) - Russia - Slovakian(slovenčina) - Slovakia - Spanish(español) - Chile - Spanish(español) - Colombia - Spanish(español) - Mexico - Spanish(español) - Spain - Spanish(español) - USA - Swedish(svenska) - Sweden - Thai(ไทย) - Thailand - Turkish(Türkçe) - Turkey - Ukrainian(українська) - Ukraine - Vietnamese(Tiếng Việt) - Viet Nam Disclaimer:Although we make use of neural networks in voice recognition and speech translation, please note that we are not able to 100% guarantee on the accuracy of the recognition and translation result.  However, we expect that the neural networks will be improved along the way as more training data is input."
"1173497081","Santa Cruz City Guide","SANTA CRUZ CITY GUIDE with attractions, museums, restaurants, bars, hotels, theaters and shops with, pictures, rich travel info, prices and opening hours. Discover what's on and places to visit in Santa Cruz with our new cool app. Your guide to top attractions, shopping malls / locations, finding hotels, directions to hotels & Bars, Restaurants. An all-in-one app for all the local attractions. Our travel guide to Santa Cruz, featuring up-to-date information on attractions, hotels, restaurants, shopping, nightlife, travel tips and more. Highlights : ◆ Santa Cruz Info - Overview, Climate, Geography, History and Travel Information. ◆ Attractions - Ancient Sites, Beaches, Botanical Gardens, Coffee Farms, Museums, Scenic Drives, Towns, Waterfalls, Religious and Historical Sites Etc. ◆ Hotels - From Luxury Hotels to Budget Accommodations. Reviews, Price comparison, Gallery, Map, Search, Amenities, Address and more. ◆ Map - It is an interactive map and get turn by turn driving directions. Find traffic details, road conditions, street maps, Multi map, satellite photos, and aerial maps. Allow you to easily search and find local businesses with directions. ◆ Gallery - Picture galleries of Santa Cruz's most beautiful sights, interesting events, unusual occasions and more.◆ POI Search - Search everything at Santa Cruz. Airport, ATM, Bank, Bars, Beauty Salon, Bus Station, Cafe, Campground, Car Wash, Department Store, Doctor, Fire Station, Food, Gas Station, Hospital, Library,Lodging, Mosque, Movies, Museum, Park, Parking, Pharmacy, Pizza, Police, Shopping, Stadium, Taxi, Train Station, Travel Agency, University, Zoo. or Enter any keyword or name to search Find Name, address, distance, route map, call, directions to every business location. Sharing option available. ◆ Translator - Supports 52 languages, Large text Translation. ◆ World Clock - All major cities of the world (1000 Cities)."
"1144830170","Da Nang Travel Guide","DA NANG TRAVEL GUIDE with attractions, museums, restaurants, bars, hotels, theaters and shops with, pictures, rich travel info, prices and opening hours. Discover what's on and places to visit in Da Nang with our new cool app. Your guide to top attractions, shopping malls / locations, finding hotels, directions to hotels & Bars, Restaurants. An all-in-one app for all the local attractions. Our travel guide to Da Nang, featuring up-to-date information on attractions, hotels, restaurants, shopping, nightlife, travel tips and more. Highlights : ◆ Da Nang Info - Overview, Climate, Geography, History and Travel Information. ◆ Attractions - Ancient Sites, Beaches, Botanical Gardens, Coffee Farms, Museums, Scenic Drives, Towns, Waterfalls, Religious and Historical Sites Etc. ◆ Hotels - From Luxury Hotels to Budget Accommodations. Reviews, Price comparison, Gallery, Map, Search, Amenities, Address and more. ◆ Map - It is an interactive map and get turn by turn driving directions. Find traffic details, road conditions, street maps, Multi map, satellite photos, and aerial maps. Allow you to easily search and find local businesses with directions. ◆ Gallery - Picture galleries of Da Nang's most beautiful sights, interesting events, unusual occasions and more.◆ POI Search - Search everything at Da Nang. Airport, ATM, Bank, Bars, Beauty Salon, Bus Station, Cafe, Campground, Car Wash, Department Store, Doctor, Fire Station, Food, Gas Station, Hospital, Library,Lodging, Mosque, Movies, Museum, Park, Parking, Pharmacy, Pizza, Police, Shopping, Stadium, Taxi, Train Station, Travel Agency, University, Zoo. or Enter any keyword or name to search Find Name, address, distance, route map, call, directions to every business location. Sharing option available. ◆ Translator - Supports 52 languages, Large text Translation. ◆ World Clock - All major cities of the world (1000 Cities)."
"1140775632","Madison City Travel Guide","MADISON CITY TRAVEL GUIDE with attractions, museums, restaurants, bars, hotels, theaters and shops with, pictures, rich travel info, prices and opening hours. Discover what's on and places to visit in Madison City with our new cool app. Your guide to top attractions, shopping malls / locations, finding hotels, directions to hotels & Bars, Restaurants. An all-in-one app for all the local attractions. Our travel guide to Madison City, featuring up-to-date information on attractions, hotels, restaurants, shopping, nightlife, travel tips and more. Highlights : ◆ Madison City Info - Overview, Climate, Geography, History and Travel Information. ◆ Attractions - Ancient Sites, Beaches, Botanical Gardens, Coffee Farms, Museums, Scenic Drives, Towns, Waterfalls, Religious and Historical Sites Etc. ◆ Hotels - From Luxury Hotels to Budget Accommodations. Reviews, Price comparison, Gallery, Map, Search, Amenities, Address and more. ◆ Map - It is an interactive map and get turn by turn driving directions. Find traffic details, road conditions, street maps, Multi map, satellite photos, and aerial maps. Allow you to easily search and find local businesses with directions. ◆ Gallery - Picture galleries of Madison City's most beautiful sights, interesting events, unusual occasions and more.◆ POI Search - Search everything at Madison City. Airport, ATM, Bank, Bars, Beauty Salon, Bus Station, Cafe, Campground, Car Wash, Department Store, Doctor, Fire Station, Food, Gas Station, Hospital, Library,Lodging, Mosque, Movies, Museum, Park, Parking, Pharmacy, Pizza, Police, Shopping, Stadium, Taxi, Train Station, Travel Agency, University, Zoo. or Enter any keyword or name to search Find Name, address, distance, route map, call, directions to every business location. Sharing option available. ◆ Translator - Supports 52 languages, Large text Translation. ◆ World Clock - All major cities of the world (1000 Cities)."
"1276098150","Translator X PRO","""Translator X"" will help you communicate freely and effectively at any time wherever you go.Our app is a must-have tool for tourists or business travelers, and thus wish to communicate in local languages at the airport, the hotel, or famous places. All you need is to type, say or snap a photo of any phrase in your mother tongue, and the app will automatically recognize, interpret, and pronounce the translation out loud, on the fly! Our app can also turn into a language supporting tool for those who want to learn new phrases and listen to the accurate pronunciation.We show you how to get the most out of all the features and the top-notch technology used in Translator X.How the CAMERA OBJECT mode works:- Take a photo of an object via camera- See the name of the object automatically recognized in the captured image- Get the translation into your target language- Listen to the pronunciationHow the CAMERA IMAGE mode works:- Take a photo of printed text via camera- See the printed text automatically recognized in the captured image- Get the translation into your target language- Listen to the pronunciationHow the VOICE mode works:- Speak a phrase in your language via a microphone- See the text automatically recognized- Get the translation into your target language- Listen to the pronunciationHow the TEXT mode works:- Type a text in your language via keyboard- Get the translation into your target language- Listen to the pronunciationFEATURES:- Apple Speech Recognition Technology allows converting Speech-to-Text in real-time, ensures maximum translation speed- 115 languages for Text-to-Text translations- 39 languages for Speech-to-Speech translations- 74 languages for Speech-to-Text translations- Built-in offline voices without Internet connection needs: help reduce traffic usage and faster translation- Smart & intuitive History log tapes to save conversations & translations. It can also be used as a phrasebook to store your favorite phrases & conversations- iCloud support to sync all history log tapes across all your Apple devices- Log tapes can be editable- Copy to clipboard, Paste & Share log tapes- Export all History log tapes via Email, SMS, Notes, etc- Configurable settings: male or female voice, voice speed, auto-detect end of the speech, auto speak out loud after translationNOTES:* Translation, Speech Recognition and Text-to-Speech services provided by Google Translate™* Voice to Voice translations support:Arabic, Basque, Catalan, Chinese (Cantonese, Mandarin, Taiwan), Czech, Danish, Dutch (The Netherlands), English (Australian, Canada, India, UK, US), Finnish, French, French (Canada), Galician, German, Greek, Hebrew, Hindi, Hungarian, Indonesian, Italian, Japanese, Korean, Moldavian, Norwegian, Polish, Portuguese, Portuguese (Brazil), Romanian, Russian, Slovak, Spanish, Spanish (Mexican), Swedish, Thai, Turkish.* Voice to Text translations support:Afrikaans, Bulgarian, Croatian, Filipino, Icelandic, Latin, Lithuanian, Malay, Persian, Serbian, Slovenian, Ukrainian, Vietnamese, Zulu."
"498493962","Offline Translator Pro 8 lang","OFFLINE photo translator and dictionary -- the ultimate foreign language tool when you are abroad! Translates sentences and photos without data connection between English, Chinese, Spanish, French, German, Italian, Turkish and Bulgarian in offline mode. A must have if you travel to foreign countries - save on data roaming charges!Our unique translation technology often delivers translations that excel both Google Translate and Microsoft Translator while using much less storage space.It also allows more language pairs than other paid apps having offline translation such as iTranslate.TRANSLATION- translates from and to English, Chinese, Spanish, French, German, Italian, Turkish and Bulgarian;- full-text translation without any internet connection;- automatically detects input language;- second language button (in the upper left corner) and swap languages button (in the top center of the screen) for easy swapping between the two languages. PHOTO / PICTURE TRANSLATION AND OCR- take a picture of printed text and translate it in seconds offline! - available for English, Chinese, German, French, Italian, Spanish, Turkish and Bulgarian;- use this feature to easily convert photos of printed text into editable text in offline mode;  VOICE / SPEECH- voice / speech output for English, Chinese, French, German, Italian, Spanish, Bulgarian and Turkish;- allows reading individual words by tapping the desired word in the translation;DICTIONARY- dictionary between English, Chinese, Spanish, Turkish, German, French, Italian and Bulgarian;- recognizes any word form and identifies its features (number, person, gender, etc.)- displays all the translations for a given word;- displayed for single words when hitting the Translate button;- allows reading individual words by tapping the desired word in the translation;You can test the app performance by getting the free version, Offline Translator 8 lang or online at http://offline-translator.com If you encounter problems with the app, please contact our customer support!"
"768006146","Molokai Offline Travel Guide","MOLOKAI ISLAND TRAVEL GUIDE with attractions, museums, restaurants, bars, hotels, theaters and shops with, pictures, rich travel info, prices and opening hours.Discover what's on and places to visit in Molokai Island with our new cool app. Your guide to top attractions, shopping malls / locations, finding hotels, directions to hotels & Bars, Restaurants. An all-in-one app for all the local attractions.Highlights :1. Molokai Info - Overview, Climate, Geography, History Etc.2. Attractions - Ancient Sites, Beaches, Botanical Gardens, Coffee Farms, Museums, Scenic Drives, Towns, Waterfalls, Religious and Historical Sites Etc.3. Hotels and Resorts - Gallery, Map, Overview, Search.4. Molokai Map - It is an interactive map and get turn by turn driving directions. Find traffic details, road conditions, street maps, Multi map, satellite photos, and aerial maps. Allow you to easily search and find local businesses with directions.5. Gallery - Picture galleries of Molokai's most beautiful sights, interesting events, unusual occasions and more.6. POI Search - Search everything at Molokai. (Bars, Restaurants, ATM's, Lodges, Hospitals, Airports, Railway Stations, Drug Stores, Traveling Agencies Etc).7. Translator - Supports 52 languages, Large text Translation.8. World Clock - All major cities of the world (1000 Cities)."
"994905838","Quran Audio Translation and Tafseer Pro for Muslim مصحف القران الكريم مع ترجمة و تفسير","◉ Viewing  Mosshaf Othmany.◉ Orientation Flexibility  Rotating option for iPhone users as you can choose from both page orientations (portrait & landscape), for better and easier reading experience.◉ Read the Quran Tafsir from different Tafsir Schools with different languages :  - 8  Tafsir Arabic ( Muyasser, Saadi, Ibn Kathir, Kortobi, Tabari , Baghawi , Jalalayn and Tahrir w Tanwir Taher Ben Achour)  - Tafsir Ibn Katheer (French).. - E'rab (Grammar) Al-Quran by Qasim Da'aas. - Tafsir Jalalayn (indonesian)◉ Read Text Translation of the Holy Quran meanings for more than 20 languages.◉ Holy Quran recitations by many famous reciters with riwayat Hafs and Warch.◉ Listen Tafsir Al Muyasser (Audio) ◉ Listen Translation of the Holy Quran meanings for many languages ( english, urdu, persian, French, Turkish, Indonesian, Bosnian and Azerbaijani  )◉ Synchronising between recitaion and voice translation (repeat the translation after the recitation).◉ Repeating each Aya or Surah as many times as desired.◉ Search through Holy Quran text, Search through Translation Quran text, Search through Tafsir Quran text.◉ Direct browsing the Mosshaf by Sura/Aya(Chapter/Verse) , Juz(Part) or Page number.◉ Program Interface in many languages.●●●If you like the app  please show us your support by submitting a 5* review ●●●"
"1173489790","Irving City Guide","IRVING CITY GUIDE with attractions, museums, restaurants, bars, hotels, theaters and shops with, pictures, rich travel info, prices and opening hours. Discover what's on and places to visit in Irving with our new cool app. Your guide to top attractions, shopping malls / locations, finding hotels, directions to hotels & Bars, Restaurants. An all-in-one app for all the local attractions. Our travel guide to Irving, featuring up-to-date information on attractions, hotels, restaurants, shopping, nightlife, travel tips and more. Highlights : ◆ Irving Info - Overview, Climate, Geography, History and Travel Information. ◆ Attractions - Ancient Sites, Beaches, Botanical Gardens, Coffee Farms, Museums, Scenic Drives, Towns, Waterfalls, Religious and Historical Sites Etc. ◆ Hotels - From Luxury Hotels to Budget Accommodations. Reviews, Price comparison, Gallery, Map, Search, Amenities, Address and more. ◆ Map - It is an interactive map and get turn by turn driving directions. Find traffic details, road conditions, street maps, Multi map, satellite photos, and aerial maps. Allow you to easily search and find local businesses with directions. ◆ Gallery - Picture galleries of Irving's most beautiful sights, interesting events, unusual occasions and more.◆ POI Search - Search everything at Irving. Airport, ATM, Bank, Bars, Beauty Salon, Bus Station, Cafe, Campground, Car Wash, Department Store, Doctor, Fire Station, Food, Gas Station, Hospital, Library,Lodging, Mosque, Movies, Museum, Park, Parking, Pharmacy, Pizza, Police, Shopping, Stadium, Taxi, Train Station, Travel Agency, University, Zoo. or Enter any keyword or name to search Find Name, address, distance, route map, call, directions to every business location. Sharing option available. ◆ Translator - Supports 52 languages, Large text Translation. ◆ World Clock - All major cities of the world (1000 Cities)."
"491648052","Tap & Say - Travel Phrasebook","We just added Spanish Latin, Arabic, Brazilian, Portuguese, Russian to make up 17 languages in the app!! Upgrade to all languages for more than 50% discount!++ Ranked No.1 in Travel Category in 14 countries ++++The app has been featured 86 times in iTunes++If you're an avid traveller or a keen language learner this is the perfect app! Travel the world and never be unable to communicate.Tap & Say is an all in one world phrasebook covering 17 languages. Each language has over 600 essential phrases categorised and translated with accompanying spoken audio pronunciation by a native speaker. Knowing how to speak a few phrases in a foreign language can make a big difference to your travels. People love it when you make the effort to speak their language. You will make more friends, have more fun on your travels, and be prepared for emergency. LANGUAGES • Chinese • Japanese • Korean • Thai • Vietnamese • Indonesian • French • German • Spanish • Italian • English• Cantonese• Spanish (Latin)• Arabic• Portuguese (Brazil)• Portuguese• RussianWe have included useful FREE phrases for every language. Enough to learn the basics and have a simple conversation. When you are ready to learn more there is an upgrade available to download more phrases.FEATURES • Universal app, works on iPhone, iPod Touch, and iPad! • All in one app with 17 languages  • Essential phrases included for FREE • Spoken audio recordings by native speakers • Text translation and romanization (e.g. Pinyin) • Fully localised. e.g. Korean --> English, German --> Japanese • No internet connection required for use. Ideal for travel • Star your favourite phrases for quick access • Search for phrases by keyword, copy text to clipboard • More content available for downloadCATEGORIES • Greetings• Essentials• Numbers • Time & Date • Out & About • Lodging • Eat & Drink • Shopping • Countries • Family • Dating • Emergency • Feeling sick BENEFITS• Make new friends and have fun chatting with locals• Expand your vocabulary, sharpen your listening skills, perfect your pronunciation! • Avoid getting ripped off by being misunderstood • World of dating possibilities :)• Be prepared for emergency. Police, doctor, hospital, etc.Download this free app today and start learning a new language. Have it installed on your phone for when you need it. You never know when it might come in handy :) SUPPORTIf you need support please email: apps@codegent.com Like this app? Please rate!"
