app_id,unified_app_id,app_name,app_category,worldwide_release,initial_release,app_size,app_lang,multihoming,paid,in_app_purchases,app_description
1641826811,0,1year Later Diary,Lifestyle,2022-09-01,2022-09-01,3.38,2.0,0,0,1,It s a diary application to yourself a year from now. Since you write with the intention of not being able to read it again for a year you become subconsciously aware of what you wrote. By writing down your goals what you want to do and who you want to be you will be more aware of them throughout the year. If you are strongly aware of them your life and behavior will gradually change toward them. In other words it is a diary for your personal growth. You don t have to write every day. You won t mind if there are days you didn t write. You would rather more interested in the days you wrote. There is also a countdown function that displays the number of days until the next time you can read your diary. You can only be read back one day per year. It can be read back for exactly one day exactly one year after it was written and the same day each year thereafter. For example if you write a diary on July 21 2022 it will appear only on the same day each year such as July 21 2023 July 21 2024 and so on. You can only read it back for that one day 24 hours . As you read diaries you wrote one two or three years ago you write to yourself one two or three years in the future. Basically Free No Ads Some options are available for a fee but it is free of charge as a diary. No annoying ads will appear on the writing page. Ads will only appear on the calendar and the settings page. Questions for You assists your diary. It can display questions that will help you look at yourself objectively and be positive on your life. You can read the questions about twice a week. For example What habits do you want to develop over the next year What do you want to quit now What do you want to improve over the next year . There are more than 200 questions. For a fee 3 you can read the questions every day. In such the case more in depth questions will appear. Care should be taken before bedtime so as not to overthink and lose sleep. Sensitive people may need to be especially careful. You can also choose not to read the questions in the settings. Diary data is stored in iCloud so you can share your diary with multiple devices iPhone and iPad . When can you read the diary you wrote on February 29 a leap year you will know when the day comes.
1212999482,0,3 Good Things self care diary,Health and Fitness,2018-10-27,2018-10-26,33.32,1.0,0,0,1,Three Good Things is a gratitude focused daily journal designed to cultivate a habit of gratitude in your life. This daily gratitude journal encourages you to appreciate the small moments and elevate your overall well being through consistent self reflection. Engage with a gratitude centric daily journal that prioritizes your mental and emotional wellness by providing a platform for you to express and celebrate the positive aspects of your life. Commit to a daily gratitude practice with this easy to use journal allowing you to form a sustainable habit of recognizing and cherishing the good in your life. Share your daily gratitude experiences with others fostering an environment of appreciation and positivity. Improve your sleep quality by reflecting on your daily gratitude moments during nighttime journaling sessions free from the glare of your phone s screen. Embrace the power of daily gratitude and let this transformative journal practice become an integral part of your self care routine. By consistently engaging with your gratitude journal you ll create a space for positivity growth and happiness in your life. Thank you for choosing to embark on this journey of gratitude and self discovery. We believe that our daily gratitude journal will not only help you uncover the joy in your everyday life but will also support you in becoming the best version of yourself. Let the power of daily gratitude guide you towards a life of fulfillment and inner peace. Download this free gratitude journal app now and start your daily journaling habit!
1062945251,1000600000532374,5 Minute Journal Self Care,Health and Fitness,2016-03-22,2016-03-22,95.99,1.0,1,0,1,The Five Minute Journal uses proven principles of positive psychology to make you happier in 5 minutes a day with the guided gratitude journaling format There are plenty of benefits to journaling whether you take time to write out your full thoughts or just spend a few minutes jotting down the things you re most grateful for every day or lessons you ve learned. Five Minute Journal for the iPhone makes this process easy enough to do on the go. Lifehacker BENEFITS OF PRACTICING GRATITUDE Cultivating gratitude can positively impact all areas of your life from personal growth and emotional intelligence to meaningful relationships and enhanced productivity. A lot of thought leaders practice gratitude including Oprah Winfrey Richard Branson Tim Ferris and many others as studies have found it improves health has lasting positive effects on the brain and is a key to mental wellbeing. Practicing gratitude with the Five Minute Journal app brings you a more positive outlook on life and ability to notice wonderful things and capture the life changing experiences. The key is consistency. With its thoughtful features and a structure to help you focus on what s good you will find The Five Minute Journal app to be a great way to start and end your day. WHAT OUR COMMUNITY IS SAYING Not only do I love the simplicity in the design but the fact that it takes only a minute to update the entries means this is something I ll actually use. This app really gets you thinking about the positive things right before you start your day. FIVE MINUTE JOURNAL APP FEATURES Beautiful Intuitive Journaling Experience: The Five Minute Journal app has been designed to capture the physical Five Minute Journal experience. Getting around the app is a breeze and adding entries is easy with a guided flow for both your morning and evening entries. Easy Journal Entry Navigation: Quickly cycle through previous entries by scrolling your timeline or by tapping on a specific date in calendar view. Guided Journaling Flow Prompts: A new guided process to help you get the most from your gratitude journal experience. Reminders: Set daily notifications to keep up with a rewarding journaling habit. Timeline View: Access previous journal entries and view short daily excerpts. Tapping an entry leads to a full day review. Daily Quotes Weekly Challenges: Receive daily inspiring quotes and weekly challenges and share them across social media. Passcode Protection: Keep all your journal entries private with secure passcode Face ID or Touch ID protection. Dark Mode: Use your journal in either light or dark mode which is especially great for late night journaling. Compatible With Any Device or platform: Use it on iPhone app iPad app and Apple Watch companion app. Track your mindful minutes in the Apple Health app with our HealthKit integration Streaks: Track your personal progress and get insights on positive changes in your life. Backup Export: Easily backup your entries and export your treasured memories and media to PDF HTML Dropbox and more. You can select a date range or export all. PREMIUM FEATURES Five Minute Journal App offers an optional monthly or yearly subscriptions with free trials or lifetime license. Here s what you get when you unlock the Premium: Photos and Video: Capture and view your magical moments with a daily photo or video. Attach media to any of your daily prompts. Personalized Practice: Create your own custom questions tailored to your mood and goals. Space for Notes: Clear your thoughts and write freely in the new notes section. Mood tracker: Check in with yourself express how you feel and gain insights into how your emotions influence your days. Look Back Reminders: Get reminded of your memories with the On this Day feature. Timeline Photo View: See a photographic timeline view of all your daily photos. Widget: Add a thoughtful Five Minute Journal widget to your home screen.
1659288235,0,A Journal A Day,Health and Fitness,2023-01-22,2023-01-22,8.54,1.0,0,0,0,Journal your way to better mental wellbeing. Features include Password protection for privacy. All your entries are stored locally on your device. Track your mood and see how it changes over time Use markdown formatting to add emphasis and structure to your writing Track your progress with writing streaks heatmaps and other interesting stats View your entries in a list or calendar view
1449444733,0,ACT iCoach,Health and Fitness,2019-05-05,2019-05-05,58.62,1.0,0,0,1,ACT iCoach is a comprehensive app that covers all aspects of Acceptance Commitment Therapy Learn and practice ACT skills using video lessons and fun animations which helps you to remember skills longer. Features over video lessons and easy to read content from some of the leading ACT Practitioners and researchers in the world. You can also take notes on these lessons for future use. User friendly tools to track your mood emotions journal and ACT measures. Summary screens to check your progress. Analytics to get insight into your own behavior as you learn new skills. Ability to share with therapists and care team. Track your progress on how you are doing and get motivated to obtain new skills. Get awards for tasks done towards obtaining new skills or keeping up with one you already know. Complete exercises and practice ideas that are similar to worksheets in actual ACT Therapy. There are over 100 exercises. Each of the exercise link directly to lessons. Over 1000 meditations ranging across multiple themes from some of the best teachers in the world. Favorites list to save skills and meditations you use frequently. Weekly and Daily ACT Measure tracking. Finally the app integrates with a clinician app. If your therapist is signed up and you are set up to share your diary card and exercises then you don t have to share via email every week. Your therapist can engage with you in real time. The app also integrates with Apple s HealthKit to record your meditation minutes to Health Kit mindfulness. Payment will be charged to iTunes Account at confirmation of purchase You have a choice of being billed monthly for 9.99 month or a discounted price of 49.99 every six months. Subscription automatically renews unless auto renew is turned off at least 24 hours before the end of the current period Account will be charged for renewal within 24 hours prior to the end of the current period and identify the cost of the renewal Subscriptions may be managed by the user and auto renewal may be turned off by going to the user s Account Settings after purchase Any unused portion of a free trial period if offered will be forfeited when the user purchases a subscription to that publication where applicable. Privacy Policy:https: www.resiliens.com privacy Terms of use: https: www.resiliens.com terms DISCLAIMER: This is not a substitute for a Therapist or a Medical Professional. It works best when you use as a companion app along with your ACT Therapist Counselor.
1522673230,0,After Cloud Moments,Lifestyle,2020-10-09,2020-10-09,26.38,1.0,0,0,0,The app that provides a safe haven for your treasured memories throughout life towards the end of life and beyond
1589805870,0,After Cloud Timelines,Lifestyle,2021-10-28,2021-10-28,16.47,1.0,0,0,0,Record your life events for both you and those you hold dear so that future generations can see and hear your life story in your own words..
1570430177,0,Ahead Emotions Coach,Health and Fitness,2021-10-11,2021-09-01,91.26,1.0,0,0,1,Ahead the app that teaches us what school didn t: How to be in charge of our emotions! Developed by learning behavior change scientists Do you sometimes regret having been so thin skinned worried lazy impulsive shy pessimistic insensitive people pleasing Imagine being like one of those rare people who re always calm and kind even under pressure We wanted that too. Because having emotional intelligence impacts our lives more than anything else: It makes us better partners parents friends and colleagues more connected successful and happy. Luckily we are behavior change scientists so we built Ahead to help us become the person we want to be. Thousands of calm and kind Ahead users are living proof of that! Try it yourself! Learn to manage your emotions for 5 min a day. Your personalized journey will make you reach your goals in weeks! Overcome unhelpful emotional thought patterns with simple science proven techniques Find out what s driving your emotions and how to prevent outbursts through interactive reflections Learn what works for you then directly apply it no in one ear out another in fun short activities Build your personal toolkit to manage emotions Track emotional moments and see your progress Learn together with like minded people At Ahead every day is New Year s day! So start investing in yourself now and benefit forever. Your future self says thanks! We promise to only give science proven advice never reveal your secrets and always act in your favor. Let s make the world a kinder place together! In app purchases will be charged to your iTunes account. Subscriptions will get automatically renewed unless canceled within 24 hours before the current period s end. You can cancel anytime in your iTunes account settings. Any unused portion of a free trial will be forfeited if you purchase a subscription. For more information see our Terms of Service https: www.ahead app.com terms of service and Privacy Policy https: www.ahead app.com privacy .
6474863540,0,AI Therapy.,Health and Fitness,2024-01-08,2024-01-08,48.65,1.0,0,0,1,Introducing our revolutionary AI Therapist app Your personalized companion on the journey to mental well being. With a sleek and user friendly interface the app creates a comfortable space for users to engage in natural meaningful conversations. It understands and responds to your emotions just like your friend providing tailored therapy sessions around the clock. This app is not just a chatbot it s your virtual confidant available 24 7 to lend a friendly ear and offer support whenever you need it. Grounded in evidence based Cognitive Behavioural Therapy CBT techniques. Main Pros of having AI Therapist: Access support and guidance anytime day or night providing immediate assistance when needed. Communicate openly without judgment ensuring privacy. Monitor and track mental health progress over time Benefit from proven therapeutic methods like CBT. Set and achieve personalized mental health goals. Navigate with ease through an intuitive interface. Try now and have a Best friend You needed in your life.. AI Therapist Subscription options: 3 Days Free Trial then 4.99 per week Payment will be charged to iTunes Account at confirmation of purchase Subscription automatically renews unless auto renew is turned off at least 24 hours before the end of the current period. You caturn of the auto renew subscription from iPhone setting. Account will be charged for renewal within 24 hours prior to the end of the current period and identify the cost of the renewal Subscriptions may be managed by the user and auto renewal may be turned off by going to the user s Account Settings after purchase. Privacy Policy: https: sunnysidehurricanellc.wordpress.com privacy policy Terms of Use: https: sunnysidehurricanellc.wordpress.com terms of use
1594064594,0,AJournal A Journal Planner,Lifestyle,2021-12-16,2021-12-16,81.9,13.0,0,0,1,AJournal enables you to combine the mindfulness and freedom of handwriting with the easy organization and powerful customization of a digital journal planner. Use Apple pencil to set your goals track your progress reflect and improve all with the help of over 100 pre designed planners to do lists and trackers. Navigate easily by dates weeks months and projects. SUPPORTS HANDWRITING TEXT IMAGES Write draw with Apple Pencil or finger Text input with Scribble or keyboard with complete formatting support like fonts colors etc Add images and resize rotate or flip Choose among over 1000 stickers to make your journal planner more memorable and personal DIGITAL CALENDARS Connect any digital calendar so all events will show up in daily weekly planners Write Scribble Type alongside the events from the digital calendars STAY ORGANIZED Navigate effortlessly through journals planners by dates weeks months and projects Search function for inputted texts makes it easier to find a journal planner OVER 100 TEMPLATES TO CHOOSE FROM FULL CUSTOMIZATION Over 100 templates with minimalist design and cover every need: daily weekly monthly planners project planners finance planners meal fitness habit trackers ATracker etc The templates are fully customizable simply add remove rearrange configure elements and set colors headers Personalize a page with your writing drawing and save it as a template INTEGRATION WITH ATRACKER OPTIONAL With over 2 million downloads ATracker is a time tracking tool trusted by users worldwide. Combined with task goal tracking in ATracker you can follow up on your progress in AJournal in real time. EXPORT BACKUP Export your journals planner as PDFs to read in other tools or for keepsake Create backups to keep your data safe SPLIT VIEW SLIDE OVER ICLOUD SYNC You can now use AJournal on your iPhone AJournal data can be synced via iCloud Active subscription needed SUBSCRIPTION AJournal supports unlimited pages per day week month year and projects with a subscription. This add on is optional. AJournal subscriptions purchased in app renew monthly or yearly depending on your plan. Plan pricing may vary by country. Payment will be charged to iTunes Account at confirmation of purchase Subscription automatically renews unless auto renew is turned off at least 24 hours before the end of the current period Users can try out Ajournal without any limitation with a 7 day free trial. SUPPORT Visit http: Ajournal.pro or contact us at support Ajournal.pro. Terms of Service: http: Ajournal.pro TOS.html Privacy Policy: http: Ajournal.pro policy.html AJournal Organize your thoughts keep track of your goals
