app_id,unified_app_id,app_name,app_category,worldwide_release,initial_release,app_size,app_lang,multihoming,paid,in_app_purchases,app_description
916195181,0,Groups Control Groups Photo and Video Editing Apps 1967 Retro Filters Effects,Photo and Video,2014-09-18,2014-09-18,185.5,1.0,0,0,1,Featured as App of the Day on the App Store 1967: Retro Filters Effects brings back all the tones grain and light leaks you would get from old school analog cameras minus the bulky housing and smelly darkroom chemicals. With the app s minimalist interface and more than 200 filters editing your photos to evoke the swinging 60s only takes a few taps. We developed 1967: Retro Filters Effects by studying 64 types of real film to create beautiful and accurate vintage effects. All the filters are divided into collections where you can find different color emulations and effects such as bokeh and scratches. Once you select a filter tap it again to see the effect subtly change right before your eyes. Each variation will alter the light leak scratches and textures. Each filter has more than 30 variations to cycle through by tapping. Adjust the opacity and dust sliders until the image is just right. Give your photos the blast from the past treatment. AppAdvice 1967 includes 10 filters with 150 variations and also offers many more exclusive filter packs effects and textures for premium photo editors. Features Functionality: More than 200 retro filters More than 50 effects in each filter pack Light leak effects dust grain and grunge help add a vintage feel to photos Simple color presets make it easy to share retro photos Tap on each filter to refresh the effects Alter the opacity or texture with slider bar Premium Collections: Burn Films Collection Get your grindhouse on with these grungy burn effects. Collection includes: 230 different burning film effects 12 grainy textures and 55 dust effects. Color Lights Collection Give your shots a sensational twist with these light bending effects. Collection includes: 200 different color leak effects 12 grainy textures and 55 dust effects. Bokeh Collection Create amazing bokeh photos by applying more than 2000 variations of bokeh effects to take your photos to the next level. Collection includes: 240 different bokeh effects 12 grainy textures and 55 dust effects. Rainbow Collection Chase the rainbow with these eye catching light effects. Collection includes: 180 different rainbow effects 15 grainy textures and 45 dust effects. Sun Leaks Collection Make your photos really glow by adding classic Hollywood atmosphere with these hazy sun flare effects. Collection includes: 150 different sun flare effects 10 grainy textures and 45 dust effects. Duotone Collection Go for impact with this set of vibrant duotone filters. Collection includes: more than 320 variations of 16 different duotone styles. 1967 Original Collection Unlock this collection to feel the style of the 70 s 80 s and 90 s. Collection includes: 64 old style films and 50 dust effects. Plus additional collections including the Smog Collection Black White Collection Objects Collection Old Films Collection This retro photo editor is one of the most popular photo editing apps in the App Store and is designed to be quick and easy for beginning editors. It includes powerful photo editing tools that create vintage 1960 s inspired photographs from your personal gallery. Just one tap to make your shot look amazing! _____ Subscribe to Unlimited Access Subscription for 12 months. Please note that with all subscriptions: Payment will be charged to your iTunes account at confirmation of purchase. Your subscription automatically renews for the same amount as your original subscription unless auto renew is turned off at least 24 hours before the end of the current subscription period. Your account will be charged for renewal within 24 hours prior to the end of the current subscription period. You can manage your subscription and switch off auto renewal at any time by accessing your iTunes Account Settings after purchase. View our Terms of Service at: https: maplemedia.io terms of service Support: contact maplemedia.io
1450480287,1000600000784947,Groups Control Groups Photo and Video Editing Apps 1998 Cam Vintage Camera,Photo and Video,2019-01-31,2019-01-31,127.59,8.0,1,0,1,1998 Cam is a disposable camera with a date stamp that gives your beautiful photos and videos the precious retro feel of the analog film. It s the vintage camera that was the most popular in the 90s. This app offers popular film filters and also the cam film kiosk light leak dust and grainy filter effects. The 1998 Camera is a trendy camera app. It s useful for young people and even professional photographers who like taking editing and sharing photos and videos on social media. Features: 100 filters: film vintage retro black white cinematic portrait pro mood landscape color boost Instant preview Realistic 3D effect Classic date time stamp Film dust grainy filters random light leak filters Portrait and landscape Self timer Edit and add a filter or effect after taking a picture in the photo editor Change filters effects and their intensity in real time when capturing photos and videos Advanced cut crop feature: crop skew straighten the image Advanced Photo and video editor able to change all image and video properties: brightness contrast saturation vibrancy exposure fade warmth tone sharpness grain Autosave photos to the gallery Import photos and videos from the gallery No watermark Pro Features Access all features No Ads and more Follow us on Instagram Instagram: app1998cam Photography and selfie trend of 2019 1998 Cam Vintage Camera is the top rated free selfie camera app of 2019 for making 90s retro looking or grainy images and video clips with light streaks and the classic date and time stamp that look like they were taken on old school disposable cameras. Vintage Camera is also the best camera app with the best photo and video editor to change all the filters and effects after taking the photo. Vintage Editor can edit your photos and videos in the gallery and share them with other apps and social networks like Instagram Facebook WhatsApp Tik Tok Twitter Pinterest Tumblr etc. to make your news feed look cool again. Download now! The best camera app and retro photo editor with the most famous film filter in 2019 only for you. Take and edit photos and videos with the 1998 Cam photo and video editor. Share and enjoy your life! Terms and conditions https: ffff.studio apps 1998cam term Privacy policy https: ffff.studio apps 1998cam privacy
1341136787,1000800000135934,Groups Control Groups Photo and Video Editing Apps 24FPS Aesthetic Video Effects,Photo and Video,2019-06-02,2019-06-02,109.75,16.0,1,0,1,Level up your videos with trendy aesthetic such as barbiecore weirdcore gorecore and unique effects: Vaporwave Sparkling Love Retro Film Burning and Bling. Barbiecore Y2K or vintage find your aesthetic anytime with just one swipe. Create visually creative video edits using iconic effects as Flowing Purple Film Reel Inception Scratch Leak and Aura. Attract more fans by taking your visuals into your own hands. TRY TRENDY VIDEO EFFECTS Starflight: Travel lightyears into space with sparkling stars Burning: Light up your content with this lit elemental filter Countdown: An edgy 90 s digital camera vibe with an immersive countdown Digital World: Jump into the world of cyberpunk with unique Lo Fi effects Under Red: Make your content the headline with dramatic reds 24FPS Subscription: Experience limitless creativity with access to all content and tools while supporting our Polarr 24FPS community! Get full unlimited access to all exclusive effects and filters. Unlock unlimited effect and filter saving. Pricing in other countries may vary and charges may be converted to your local currency depending on the country you live in. Subscriptions auto renew unless canceled 24 hours in advance before the end of the current period. The subscription fee is charged to your iTunes account at confirmation of purchase. You may manage your subscription and turn off auto renewal by going to your Account Settings after purchase. Any unused portion of a free trial period will be forfeited when the user purchases a subscription during free trial. Terms of Use: https: www.polarr.co policy polarr24_terms.pdf Privacy Policy: https: www.polarr.co policy polarr24_privacy.pdf
968591710,1000600000529402,Groups Control Groups Photo and Video Editing Apps ACDSee Pro,Photo and Video,2015-12-15,2015-12-15,95.22,10.0,1,1,0,Capture perfect and share your photos with ACDSee Pro for iPhone. ACDSee Pro combines a professional grade camera and photo editor with all the tools you need to produce stunning photographs. Camera Harness the full power of your device s camera with specialized shooting modes lossless RAW TIFF and PNG support manual controls for exposure focus white balance real time effects and adjustments HDR flash fusion separate exposure and focus points dual axis level indicator and more. Edit Perfect your photos with a powerful nondestructive photo editor with RAW processing. Use gradients and brushing to selectively apply adjustments and special effects including shadows highlights contrast dehaze white balance saturation vibrance sharpness split toning and noise removal and our one of a kind Light EQ Tone EQ and Colour EQ. Collage Convenient collage maker for sharing your memories. Quickly combine multiple photos into a single image for easy sharing. Choose from over 100 layouts. CAMERA FEATURES RAW Support Shoot RAW on capable devices and write captured photos in DNG format. Lossless TIFF PNG Write captured photos in lossless TIFF or PNG format or choose one of three JPEG quality settings. Manual Controls Precisely control exposure focus and white balance including a custom white balance preset. Real time overexposure and underexposure visualization. Shutter Priority Mode Set the shutter speed and ACDSee Camera Pro automatically chooses the ISO for proper exposure. Selfie Mode Look your best with skin smoothing and lightening plus a front facing torch flash for low light situations. Real time Effect Filters Choose from 24 effects including high quality black white Orton film grain halftone and various color tone filters. Real time Adjustments See brightness contrast vibrance sharpness clarity skin tune and vignette adjustments in real time and add additional noise reduction during capture. Exposure Bracketing Capture three exposures at once at different exposure levels. HDR Fusion Combine three shots taken at different exposures to create a single image with high dynamic range with manual override of composition parameters. Flash Fusion Combine a naturally illuminated capture with a flash illuminated capture. Video Mode Capture those special moments with video and apply filters and adjustments in real time. Flash Modes Choose from six flash modes: Off On Auto Torch Torch flash and Flash Fusion. All modes work with either the rear facing or the front facing camera. Focus and Exposure Touch to select focus and exposure point. For more precise control independently select focus and exposure points. Lockable AF AE and AWB Independently lock focus exposure and white balance. Cropping modes Crop before you shoot to square 4:3 3:2 and 16:9 aspect ratio. Independent settings for front and rear cameras still photo and video modes. Level Indicator Compose your shots with precise alignment using a dual axis level indicator. EDITOR FEATURES Image adjustments including: Shadows Highlights Light EQ Exposure Dehaze Contrast Tone EQ Fill Light White Balance Saturation Vibrance Color EQ Split Toning Sharpness Clarity Softness Denoise Skin Tune Effects Apply a variety of creative effects to your photos including film light leaks halftone and more. Use gradients and brushes to mask adjustments. Focus Bring your subject into focus. Simulate a shallow depth of field by blurring the background. Vignette Adds a vignette effect around the edges of your photo. Geometry Crop rotate straighten and mirror your photo. Filter Splash Creatively splash on effects such as selective coloring to draw attention to your subject. ACDSee is trademark of ACD Systems International Inc. and may be registered in Canada the United States European Union Japan or certain other jurisdictions.
1072337393,0,Groups Control Groups Photo and Video Editing Apps Add Music to Video cut editor,Photo and Video,2016-01-21,2016-01-21,136.38,10.0,0,0,1,Do you want to make your own music video or just want to add music on video Then look no further! Video Maker with Music is here for iPhone iPad. Add awesome customized video background music or remix songs in an effortless way without any special training on video editing! For jingle videos or for advertisement movie makers this app will as a handy trial tool. Check out what some of our users from all over the world are saying about this app: I finally get the appropriate app that I was looking for Great App by Jigsaw1800 AU Easy to use can edit music start which is a plus as well as where in the song. Cool app. Swaggy by Neyachi US Very simple and easy to use. Guides you through steps and easy to pick up. Great and easy to use by Bathing monkey UK With this music video editor app you will get to add songs or sound effects to your videos from your mobile device. You can post it on Instagram Vine and YouTube for sharing with your musical video with online friends and followers. How the app works Video Maker with Music app is really easy to operate to add music to videos. Just follow these 5 steps: Select source video camera or videos on your iPhone to add music to video. Add video background music from your iPhone from app s track list or add video background music by recording your own voice. This creative video editor let you mark where you want to add music to video: you can trim the part if you want to add to the video. Configure volume of audio or songs added to video. Just tap one button to merge video background music when done. Now it s time you can save it to camera roll like an expert movie maker. Enjoy your music video it is now ready to be shared on social networking sites like Instagram Facebook Vine and YouTube or via email. App s Features: Take a quick look at the creative features of the music video editor app before you get engrossed in the process to make your own music video: User friendly interface no matter if you are beginner movie maker You need to tap the music track to trim music adjust volume or adding fade effect. You can do as much adding music to video and voice recording as you want. Slide the music track to set starting time for adding video background music. Using feature like share to Instagram to let the Music on Video square the final video for you. Download the Video Maker with Music app and start making your own music video like a pro movie maker! Turn your iOS device into a video editor tool and collect more likes from Instagram or Facebook. Making an own music video is now an easy task and the app Music on Video is completely free to download! Information about the auto renewable subscription: Subscription name: Subscribe for access Subscription price: 4.99 week or 3 days free then 49.99 year Auto renew: This is a auto renewing subscription read below to know more. Payment will be charged to iTunes Account at confirmation of purchase Subscription automatically renews unless auto renew is turned off at least 24 hours before the end of the current period Account will be charged for renewal within 24 hours prior to the end of the current period and identify the cost of the renewal Subscriptions may be managed by the user and auto renewal may be turned off by going to the user s Account Settings after purchase Our Terms of Service: https: editr.app tos.html Our Privacy Policy : https: editr.app privacy policy.html Any unused portion of a free trial period if offered will be forfeited when the user purchases a subscription to that publication where applicable
1375727326,0,Groups Control Groups Photo and Video Editing Apps AddMovie,Photo and Video,2018-08-04,2018-07-19,154.3,1.0,0,0,0,Add video live and still photos together into a single video. Optionally apply wipe transitions. Add audio to any video soundtrack. Replace video audio: the video will be re encoded to fit existing frames to match the audio duration. In this way you can create cool video effects by implicitly varying frame rate. Reverses video audio. Crop audio by cropping video then save audio. Use option First Selected Media Item Audio as the audio source of media menu actions: Replace Audio Add Audio Add Audio From Current Time Live and still photos are converted to video for adding. Use video actions to: Filter Trim Crop Rotate Label Overlay Video or Image Use media actions menu to: Combine videos 2 vertically 2 horizontal or 4 square. The picker table at the top lists all your Photo albums. Select an album by tapping a row. The album contents are displayed below the table in a single row collection. Tap on media items in that collection to add them to the media items collection below it for editing and adding together. Use the media actions menu to import photos and video from iCloud. Paste photos. Tap on rightmost button to access the media actions menu. AddMovie supports receiving from other apps with their share menu. Tap on a media item to play its video. When the video displays tap and hold on it to bring up the video actions menu. The video actions menu is also available in the media actions menu tap the right most bottom button . Operations available in the video actions menu include: Add and replace audio and music tracks Trim crop and rotate videos Labelling videos Video frame filtering Apply overlay images to video frames Time scale videos to expand or contract them from 0.1 to 2 times original duration All of the video app previews for AddMovie were made with AddMovie. The following features were especially useful for making the video app previews: Access to video clips and live photos in the Photos library Trimming videos to and from the current video player time Using the 1080p and 3:4 quality option to meet app preview video size and frame rate requirements Adding and replacing video audio Overlays and use of overlay template creation Labelling with editable font styles Duplicating items Saving video frames to Photos Wipe transitions Drag and drop within the media actions collection Item info that includes video size and duration Showing video dimension labels for media collection Select All and Deselect All Saving and loading videos form iCloud Convenience of built in audio Filters: AddMovie can be used to apply filters to video frames. Some notable new additions to the filters library: Crop Circle Auto enhance Thermal X Ray Compound Eye Droste VHS CRT Crop Circle crop video frames to maximal inner circle with outside background white or black color determined in options. Auto enhance applies a variety of filters to automatically enhance video frames. These filters remedy some of the most common issues found in photos: repairs red amber white eye due to camera flash adjusts face color for pleasing skin tones increases image saturation without distorting the skin tones adjusts image contrast and shadow details. Thermal special effect that mimics color coding heat producing colorful enhancements X Ray simulates x ray photo glow Compound Eye simulates insect vision by replicating frames multiple times Droste special effect applies recursion to video frames VHS simulation of VHS tracking noise CRT intensification of CRT display effect with warping and RGB pixelation Apply multiple filters simply by applying another filter to the current filtered player video.
1188753863,1000600000727580,Groups Control Groups Photo and Video Editing Apps Adobe Premiere Rush Edit Video,Photo and Video,2018-10-15,2018-10-15,485.95,19.0,1,0,1,Shoot edit and share videos anywhere. Feed your channels a steady stream of awesome with Adobe Premiere Rush the all in one app for creating and sharing videos fast and easy. Powerful tools let you quickly create videos that look and sound professional just how you want. Share to your favorite social sites right from the app and work across iPhone and iPad. Use it for free as long as you want with unlimited exports or upgrade to access all premium features and hundreds of soundtracks sound effects loops animated titles overlays and graphics. PRO QUALITY VIDEO Built in camera functionality lets you capture pro quality videos right from the app and start editing immediately. EASY EDITING AND EFFECTS Arrange videos audio graphics and photos with drag and drop. Easily trim and crop videos flip and mirror video clips and add images stickers and overlays to video clips. Adjust speed and enhance color with intuitive presets and customization tools. Effortlessly create pan and zoom effects for images with one click. Make your videos pop by simply selecting the start and end points on your still images and changing the scale and position as needed. CUSTOMIZE ANIMATED TITLES Access built in animated graphics such as titles and overlays. Change the color size font and more to make them your own. GREAT SOUND Choose from thousands of royalty free original soundtracks sound effects and loops to bring your videos to life. MULTITRACK TIMELINE Enjoy creative flexibility with multiple video tracks. Create impressive effects like picture in picture and split view. MADE FOR SHARING Easily resize videos to different aspect ratios including landscape portrait square and 4:5 for different channels. All media in a sequence is automatically resized ideal for Facebook and Instagram. Share your creations with one click to TikTok Instagram and Facebook. PREMIUM USERS Upgrade to Rush Premium to access all features and content for iPhone and iPad including: ADVANCED AUDIO TOOLS Advanced tools powered by Adobe Sensei AI for sound balancing and auto ducking. PREMIUM CONTENT LIBRARY Unlock hundreds of premium titles overlays and animated graphics to elevate your videos. ADDITIONAL PREMIUM FEATURES Auto reframe automatically detects and keeps the most important part of your videos in the frame when switching to different aspect ratios perfect for sharing to social media. Advanced sharing automatically updates edits across all your mobile devices and exporting in 4K is supported. Questions Learn Support: https: helpx.adobe.com support rush.html Paid Plan Optional in app purchase Unlock Premium features and add 100GB of cloud storage. The recurring monthly payment is automatically charged to your iTunes account. To stop service go to your account Settings and turn off auto renew at least 24 hours before the end of your billing period. Prorating is unavailable when you turn off auto renew service will continue until the end of that month s billing period. Free users can trial Premium features in videos but must upgrade to export. Terms Conditions: Your use of this application is governed by the Adobe General Terms of Use http: www.adobe.com go terms_linkfree_en and the Adobe Privacy Policy http: www.adobe.com go privacy_policy_linkfree_en Do Not Sell My Personal Information: www.adobe.com go ca rights linkfree Use of Adobe mobile apps and online services requires registration for a free Adobe ID as part of a free basic level of Creative Cloud membership. Adobe online services require an internet connection are not available in all countries or languages and may be subject to change or discontinuation without notice.
6443603426,0,Groups Control Groups Photo and Video Editing Apps Aesthetic Vintage Photo Editor,Photo and Video,2022-11-01,2022-11-01,149.83,1.0,0,0,1,Make aesthetic edits to your photos with Aesthetic Photo Editor. Every filter and effect in Aesthetic is hand crafted for you to create beautiful content. FILTERS PRESETS Take your photo editing to the next level with Aesthetic presets. Easily add the perfect filter from presets made by our team there is always the perfect filter for your picture. You can easily import and edit your photos from your gallery. Don t forget to check our disposable filters VHS filters polaroid templates and retro effects to make your picture look like it s taken in 90s. PHOTO EDITOR Enhance your photos with powerful photo editing tools. Use editing tools like Saturation and Contrast to make your photos look amazing or use Grain and Fade for an effortless film look. Recreate vintage film looks with VHS effects. Don t forget to save and recreate your favorite edits. Aesthetic Photo Editor will help you to create outstanding posts with most useful photo editing tools. VINTAGE CAMERA FILTER Aesthetic vintage camera is inspired by the retro film camera of the 90s. Aesthetic vintage camera has a disposable camera with a date stamp that turns your photos and videos into analog film with retro look. Create beautiful 90s retro looking or grainy images with vintage touch. Tag us in your photos with aestheticfiltersapp and aestheticfilters for a chance to be featured. We can t wait to see what you create. Aesthetic will launch new filters and effects from time to time let s look forward to it. We are working on new 3D animations which will turn your photos into 3D art by adding depth. Every week we are adding new VHS polaroid grain 90s disposable and retro effects to Aesthetic app to keep our content fresh. For any questions please send an email to xlabsapps gmail.com Privacy Policy: https: xlabs.com.tr privacy.html Terms of Use: https: xlabs.com.tr terms.html
1641834394,1000800000155380,Groups Control Groups Photo and Video Editing Apps AI Video Enhancer HiQuality,Photo and Video,2022-09-09,2022-09-09,66.95,3.0,1,0,1,The most professional video quality enhancer in the market. With just one tap you can make all the videos clearer and the resolution can be up to 4K. Whether you want to enhance your selfies anime 2D and 3D cartoons black and white movies or even all the videos downloaded from Tiktok and Youtube HiQuality can help you to improve the resolution into HD videos by using the most advanced Al algorithm. Come and start to enhance your videos! Video Beautification Enhance selfie videos to better quality. Add more facial details such as eyelashes and hair can also be restored. Suitable for your idol s live streaming screen records! Anime Enhancement Enhance Anime 2D and 3D cartoons. Improve the pixels restore color and line details The resolution of the enhanced video is up to 4K! Tiktok Video Restore Enhance all kinds of videos downloaded from the Internet such as Tiktok and Youtube. No more worrying about blurry downloaded videos! Old Film Repair Enhance old films and documentaries Black and white video clips are supported. The resolution of the repaired video is up to 4K! Video Adjustment Freedom to adjust your video parameters Save your dark toned vlogs! Terms of Use: https: www.hugelettuce.com agreement.html Privacy Policy: https: www.hugelettuce.com privacy.html
1459833443,1000600000802581,Groups Control Groups Photo and Video Editing Apps Alight Motion,Photo and Video,2018-05-08,2019-12-21,178.65,18.0,1,0,1,Be part of the movement! Alight Motion is the first professional motion design app for your smartphone for iPhone iPad and Mac bringing you professional quality animation motion graphics visual effects video editing video compositing and more! Multiple layers of graphics video and audio Vector and bitmap support edit vector graphics right on your phone! 160 basic effect building blocks that can be combined to create sophisticated visual effects Keyframe animation available for all settings Link parent and child layers and rig character joints Cameras that pan zoom and support focus blur and fog Grouping and Masking Color Adjustment Animation easing for more fluid motion: Pick from presets or build your own timing curves Bookmarks for ease of editing Velocity based motion blur Export MP4 video GIF animation PNG sequences and stills Share project packages with others Solid color and gradient fill effects Border shadow and stroke effects Custom font support Copy and paste entire layers or just their style Save your favorite elements for easy re use in future projects Alight Motion is free to use with basic features and a watermark on videos you create. There are several paid membership options in the app to remove the watermark and access a regularly updated library of premium effects and features. These subscription membership options are charged when you select to purchase them and renew automatically unless canceled at least 24 hours prior to the beginning of the next subscription period. After purchasing subscriptions can be managed in your Apple ID settings. You can find more information about subscriptions at https: alightcreative.com support Terms of Service: alightcreative.com tos Privacy Policy: alightcreative.com privacy
