app_id,unified_app_id,app_name,app_category,worldwide_release,initial_release,app_size,app_lang,multihoming,paid,in_app_purchases,app_description
1370289240,0,Agenda Notes meets Calendar,Productivity,2018-05-28,2018-05-28,98.76,13.0,0,0,1,Start getting things done today! Drive your projects forward with Agenda the Apple Design Award winning app that seamlessly integrates calendar events into your note taking giving you more control over your day to day tasks and planning. Agenda takes note taking to the next level helping you plan projects and prepare for meetings. Setup a note for next week s head to head with your biggest client or begin planning the next phase of a major project. Link your note directly to an event in your calendar and you ll be fully prepared for anything that comes your way! Agenda organises your day and helps plan for the future all while preserving a breadcrumb trail of past decisions. Your projects get propelled forward like never before! It s perfect for business but also ideal for engineers scientists teachers students and creatives. Agenda helps with all forms of planning personal and professional. It s the one app where you can organise all of your projects prepare for meetings and focus on tasks. Agenda brings order to your daily life and lets you relax and rest easy knowing it has you setup for success in whatever comes down the pipeline. It s my favorite new app in years. John Gruber daringfireball.net Every notes app should work like Agenda. Khoi Vinh subtraction.com Agenda is one of the most interesting note taking apps I ve used. John Voorhees macstories.net TAKE NOTES. DATE NOTES. Agenda s unique timeline approach to organising notes gives your projects momentum. While other apps focus specifically on the past present or future Agenda is the only notes app that keeps track of each in a single timeline. Add notes for what is currently on your agenda while you prepare other notes for an upcoming meeting. Use older notes as breadcrumbs to remind yourself why you took the actions you did. WHAT S ON THE AGENDA You can attach dates to individual notes and even link them to events in your calendar. But you can also put them On the Agenda . Notes that are On the Agenda are given special status. They get added to an overview in the sidebar so you can find them in a flash. THE MEANING FULL TEXT EDITOR Agenda support styles like headings lists tables indented blocks and preformatted text. You focus on the content and leave Agenda to handle the appearance. GET ATTACHED TO AGENDA You can easily add file attachments to notes which then sync across your devices. Files can be previewed and images displayed as thumbnails or full sized. NOTE ALLY ORGANISED Group your projects into categories to make them easier to find and order the notes for each project however you choose. You can drag them around apply dates or use a mixed approach. You can also collapse notes to save space. MANY DEVICES ONE AGENDA Nobody wants data trapped on one device so Agenda has apps for Mac iPad and iPhone and they sync up via your iCloud or Dropbox account. You can also collaborate with others on shared notes. Anyone joining can help edit the note. It s great for a family shopping list or a team meeting. GOING PRO You can use Agenda for free with no time limits. Agenda offers extra premium features that require an In App Purchase. If you take a yearly subscription you unlock all the premium features across all of your devices. If you end the subscription you keep all the features you unlocked while subscribed. They are yours forever! Don t like subscriptions There is a one time lifetime purchase available too.
6468889981,0,Ahmni Infinite Canvas,Productivity,2023-11-22,2023-11-22,11.86,1.0,0,0,1,Ahmni enables advanced study systems and facilitates self regulated higher order learning. Develop understanding by constructing mindmaps on the canvas. Improve retention by tracking review revision and retrieval spaced over time. Maintain focus with: Focus checklist Pomodoro timer Flowmodoro stopwatch Distraction sheet Break timing calculator Self regulate reflect and reach goals with the Goal Cycle which supports Kolb s Cycles Gibb s Cycles and more. Website: https: www.ahmni.app Privacy Policy: https: www.ahmni.app privacy policy Terms of Use: https: www.apple.com legal internet services itunes dev stdeula Support: support ahmni.app Contact: contact ahmni.app Ahmni has an in app subscription: Payment will be charged to your Apple ID account at the confirmation of purchase. Subscription automatically renews unless it is canceled at least 24 hours before the end of the current period. Your account will be charged for renewal within 24 hours prior to the end of the current period. You can manage and cancel your subscriptions by going to your account settings on the App Store after purchase.
943284575,0,Allo Canvas Docs and Notes,Productivity,2015-01-08,2015-01-08,70.7,1.0,0,0,0,Allo is the online workspace for visual collaboration and teamwork for remote teams. With our interactive and visual workspace teams can collaborate over notes design sketches tasks processes and work. Manage plan organize and track all workflows and collaboration: Brainstorm new ideas and designs on a whiteboard canvas Edit annotate and mark up documents and PDFs Collect resources notes photos docs Google Youtube links and references Plan and manage agile workflows and scrum rituals and ceremonies Teach and train online with helpful visuals Create compelling notes for any lesson workshop or meeting. Allo allows you to create and collaborate from anywhere whether you re in the office working from home or at a coffee shop. Use our tablet app with your apple pencil to speed up your workflow. With Allo mobile app you can: Manage and organize plans projects and tasks Create notes and notepads in a variety of formats including sketches photos videos and web clippings Create view and edit all your visual vision boards Capture and organize your ideas tasks and inspirations Share workspace vision boards publicly or invite team members to edit Upload images pictures docs Google spreadsheets and more Integrate tools and services you already use such as Slack Notion Zoom Google Drive Salesforce Dropbox Asana Twitter Zendesk into your workflow With Allo for tablet and Allo for Desktop you can: Create and organize notes notebooks memos checklists and to do lists Replace and improve your paper notepad with digital notes and docs. Edit annotate and mark up PDF files and documents Set up your visual whiteboard canvas as the second screen in Zoom or Microsoft Teams Scan paper post it notes and convert them into editable digital notes Share canvases and invite team members to edit Manage tasks and projects for teamwork from anywhere. Create images photos graphics diagrams Google Docs and spreadsheets Integrate tools and services you already use such as Jamboard Slack Notion Zoom Trello Microsoft One Note. Receive desktop and push notifications when you are tagged by colleagues See why users are saying Allo replaces paper and leave us a review if you feel the same. If you have any questions or comments or some feedback get in touch with us. ALLO team.
1436769674,1000800000006196,Amplenote,Productivity,2019-08-31,2019-07-23,35.92,1.0,1,0,1,Your security is our priority Data security differentiates us from popular to do list apps All note contents are encrypted at rest on our servers Notes can be Vault Encrypted with a password that s never sent to our servers Your note content is available for download at any time Built on seamless syncing Along with data security accurate syncing is at our core Designed for heavy users who often switch between the same notes on mobile and desktop Our sync is fully compatible with Vault Notes even though we can t decrypt their content Expression is our cornerstone Rich Footnotes that hold text code images or all the above is our flagship feature Easily insert images into notes or even into text within notes A range of the finest markdown stylings at your disposal Notes and tasks: better together Text code to do tasks and images all live inside the same note Tasks can be customized to recur at flexible intervals or hidden until later Tasks are automatically removed from your to do list when completed As organized as you are Connect notes with bi directional linking Note tags allow multi level taxonomy to organize notes Browse these taxonomies like directories Recreate OneNote browsing hierarchies seamlessly Flair for sharing Any note can be instantly shared and edited by multiple parties Publish notes including their Rich Footnotes! to the web with one tap Shared to do lists can help a team stay on top of shared responsibilities Built for personal productivity Set up any task to repeat relative to when you last got it done Track how much you re getting done over time with our automatic task graph Designate tasks as Urgent or Important to use proven priority techniques More than ample enough for power users Simplified clean UI is efficiently functional Contextual keyboard toolbar puts the relevant actions at your fingertips Quick opener allows opening any recently used note in 3 taps No internet No problem Continue working offline within new or cached notes All work will automatically sync once back online Ample: no more no less We won t settle for becoming bloated with non essential features We work across mobile and web. Get started instantly Use our Evernote Importer to bring your notes from the olden times Account required An active Amplenote account is required to use Amplenote. New accounts automatically receive a 14 day free trial of the Pro plan. At the end of the trial period you may choose between the free plan Personal or one of the paid plans. You may purchase an auto renewing subscription through an In App Purchase. 1 month and 1 year durations are available for Basic Pro and Founder subscription levels. Your subscription will be charged to your iTunes account at confirmation of purchase and will automatically renew at the duration selected unless auto renew is turned off at least 24 hours before the end of the current period. Current subscriptions may not be cancelled during the active subscription period however you can manage your subscription and or turn off auto renewal by visiting your iTunes Account Settings after purchase Privacy policy: https: www.amplenote.com privacy_policy Terms of use: https: www.amplenote.com terms_of_service
6449487029,1000800000193138,Anytype Private Notes,Productivity,2023-07-14,2023-06-15,132.88,11.0,1,0,0,Anytype is your everyday companion to help you take back ownership of your digital life starting with your notes documents tasks and ideas. Everything you create in Anytype is E2E encrypted offline accessible and p2p synced. Anytype supports block based editing templates tables databases bookmarks code snippets and more. Why use Anytype PRIVATE SECURE BY DESIGN We use state of the art technologies to shard hash and protect your data which is decrypted by a key that only you know. That means that nobody whether hackers governments or Anytype can access your data. OFFLINE FIRST Whether on an airplane or in the woods you never have to worry about a good Internet connection to use Anytype. All features functionalities are supported offline and synced in your local network. OPEN CODE FOR AN OPEN FUTURE Our repositories are open for anyone to verify our promises. Please join our contributors community to learn how you can contribute: https: github.com orgs anyproto discussions SEAMLESS SYNC BETWEEN DEVICES Your account data will sync across devices in your local network that have Anytype installed no need for cloud based sync. YOURS TO OWN FOREVER Anything you create on anytype is saved on device. Self hosting is possible which means you can never be blocked from your own data or account. With Anytype you can: Quickly jot down notes and ideas and connect them to your local knowledge graph Safekeep digital versions of your essential documents and take them with you on the go Save organize bookmarks from the web Seamlessly connect your thoughts in a knowledge graph Find out more at: anytype.io Our code base: https: github.com anyproto
1532017999,0,AxNote Note Taking,Productivity,2020-09-20,2020-09-20,41.66,1.0,0,0,1,AxNote is an infinite canvas that holds your thoughts. Handwrite your notes and convert it to typed text. Drag and drop images and automatically crop them to the relevant part. Switch tools with a simple long press and instantly annotate on a blank canvas lined paper or on images. Snap perfect shapes. Create beautiful charts. And it all works over SharePlay. AxNote is a next level digital note taking experience. FEATURES Magic Lens: Extract handwriting or text from photos and create text fields. AxNote can also detect the major object of photos like a piece of paper or a diagram and automatically crop the photo to its dimensions. Magic Wand: Convert your handwriting to typed text just by drawing a box around it. And when you draw a star to the left of a handwritten heading AxNote will convert that to a Section while maintaining its color. SharePlay support: Collaborate on a note via a Group FaceTime call or iMessage. Layouts: Transform your iPad or iPhone into a real notebook with a selection of preset Layouts including lined and grid paper typed paragraphs and a freeform canvas. Customize your layouts with specific measurements for line and grid spacing and colors. With AxNote craft your own canvas by creating a custom Layout with strokes that can stick to your page. This allows you to create an infinitely scrollable list without the need to re rule lines. Autoshape: Straighten hand drawn shapes and scale them with Autoshape. This enables you to create perfectly accurate diagrams. Works with squares circles triangles and stars. QuickTool: Hold your Pencil or finger on the screen to pull up an instant tool picker that forms around the location of your touch. This eliminates the need to lift your arm to select a tool from a static tool picker allowing you to move quickly across your note. Handwriting to Text: AxNote supports Scribble in iPadOS so you can write naturally with your pencil and let the app convert your handwriting to typed text automatically. Images Tables and Charts: Drag and drop images anywhere in a note. Create simple text based tables with customisable fill and border colors. Link your tables with Charts to create beautiful data visualisations. Pins: Pin what matters most to your notes simply by drawing a rectangle around important content. You can access your pins from anywhere in a note allowing for quick access to important content. Layers: Trace around images and toggle their visibility. Since AxNote works with PencilKit you can copy your drawing strokes to any PencilKit supported app. Sections: Skip to relevant parts of a note by marking Sections in the sidebar. AxNote Customize QuickTool Create custom and reusable Layouts Advanced Chart features These features are available with a one time in app purchase to AxNote . Please read the Terms of Service at axnote.app terms Questions or feedback Please get in contact at axnote.app contact Terms of Service: axnote.app terms Made by Jonathan Benjamin.
770930267,1000800000129482,Ayoa Mind Mapping,Productivity,2013-12-12,2013-12-12,114.44,1.0,1,0,1,Unleash the world s most powerful mind mapping tool in the palm of your hand. Draw on inspiration from others as you collaborate in the idea inducing format of mind maps transform thoughts into actionable tasks and discover how it feels to make your best concepts a reality. Work in a style how you like where you like with the Ayoa app! Your use of this app is subject to the Ayoa Terms and Conditions which can be found at: https: ayoa.com terms and conditions
1633929939,0,BigPaper Mind Note PDF,Productivity,2022-07-27,2022-07-27,117.25,12.0,0,0,1,BigPaper is a borderless note taking application. You can import and expand PDFs and other formats in BigPaper and freely take notes in an infinite canvas without being limited by the edges of the document. You can use BigPaper on both iPhone and iPad for efficient editing with iCloud data sync. Whether it s annotating PDFs making handbooks or creating mind maps BigPaper is ready to go. BigPaper s features include multi format document import text input handwriting mind mapping tables scanned documents free edge screenshots containers folder management search for handwriting and text etc. We welcome every rating and we will read every piece of feedback and take notes to incorporate it in future updates. Your 5 star review will encourage us to continue to upgrade BigPaper and introduce new features. Introduction of functions Infinite canvas freeform add elements Canvas can be zoomed and moved for editing. Add documents in multiple formats such as PDF as well as multiple types of elements such as tables text drawings handwriting pictures stickers paper scanned documents and more. These elements can be scaled and rotated. Mind Mapping Easily connect ideas Innovative mind mapping mode. Connect elements on the page text pictures tables etc. to quickly generate mind maps from inspiration. Also support the step by step enlargement of the idea by expanding the mind map. Type anywhere Customize the font size and color of the text. To do list bullets can be added to the text. Brush Tool Handwritten and Drawings Customize brush presets including color transparency tip size. Full screen drawing freely annotated documents that are not limited by the edges of the document. Smart Shapes: Hold a stylus or fingertip after drawing a graphic on the screen intelligently recognize and generate the perfect shape. Create Table Easy create forms. Add row add column move row move column. Tables can be linked to mind maps. Import and Export Imported document formats: PDF Word PowerPoint Excel Pages Keynote Numbers etc. Expand all pages of the document to easily read and highlight all the content. Select text in the document to copy. Export PDF export image and BigPaper format. WYSIWYG everything can be displayed in the exported document. Reading Mode Customize the scrolling direction to realize the classic reading mode. Screenshot Mode Quickly capture key points In screenshot mode you can continuously select areas to take screenshots these screenshots will be added to the canvas immediately and can continue to be edited and added to the mind map. Stickers Paper Templates The themes of stickers include weather three dimensional geometry music etc. saving creation time and improving note taking efficiency. Use stickers and paper stencils in combination to create beautiful manuscripts. Multiple Selection Tool Efficient Editing You can freely select an area on the canvas using the multi selection tool. The selected content as a whole can be resized rotated moved deleted and exported.Draw borders to take screenshots freely. Manage files with folders You can create folders to manage files. Easy personalization includes folder editing file moving sticking to the top and more. iCloud Sync Continue to create notes on different devices and capture inspiration anytime anywhere. Scan Scan documents OCR text recognition Available in English Chinese French Italian German Portuguese and Spanish. Search and Jump Locations Search for handwriting text text in documents. Also: OCR text recognition results of scanned documents and recognition of text in pictures. Contact us and send feedback: bp_10happy hotmail.com
1286819864,1000800000105966,Blackboard by Boogie Board,Productivity,2017-09-20,2017-09-20,85.22,3.0,1,0,0,Blackboard by Boogie Board is a reusable smart notebook that s surprisingly simple to use. Its paperless format promotes sustainability while allowing individuals to capture notes ideas and designs in real time seamlessly sending and saving inspiration for increased productivity. The FREE all in one Blackboard app makes it easy to streamline saving organizing searching and sharing work with others. STAY CONNECTED SEAMLESSLY CAPTURE WORK The Blackboard app works across two models: Smart Scan and Smart Pen. Smart Scan allows users to capture and save notes to the app via smartphone camera while Smart Pen seamlessly saves notes to one s smartphone via Bluetooth . Both models integrate with the following cloud based apps: OneNote Evernote Dropbox and Google Drive. EDIT ENHANCE The Blackboard app includes tools to draw highlight and enhance work materials. SHARE The Blackboard app archives work as images or PDFs for easy and fast sharing to e mail messages and more. ARCHIVE ORGANIZE SEARCH The Blackboard app allows work to be tagged making organization and search move swiftly. FEEDBACK OR HELP E mail us anytime at support kentdisplays.com Instagram Facebook: myboogieboard
1481732301,0,Blankbook Paper Note,Productivity,2019-12-15,2019-12-15,42.98,21.0,0,0,1,Blankbook reduces the clutter and reproduce the essence of an extraordinary handwriting experience. It features a well thought design that makes your content speak. The bookshelf offers a see through preview that allows you to see your content directly. Canvas: Infinite scrolling canvas allows your creativity flow you ll never be bothered by manually creating a new page over and over again. Paper: It offers 7 static paper types. All with dark and light variants. Dotted squared watercolor papers etc. We get you covered. Tools: Pen pencil marker lasso for copy and cut ruler pixel eraser and vector eraser. All powered by the best Apple Pencil technology. Shortcuts: Want quick access to your favorite tools without adjusting the setting repeatedly We offer you three quick access slots per note. Add any tools to it and it saves for you. Intuitiveness: Tap the title name your note long press to reorder two finger tap to undo two finger pinch to zoom. It s that easy! Dark mode: The color scheme will match the system setting automatically. Or you can use iOS dark light switch to set it to your preferences. Have fun writing! You ve got the brownie when night is coming huh It s not a dessert . Licensed from artist Yuanyu Zhou Ins: frost.tree Bookbook iMessage app integrates with her Brownie series of emoji packs. Term of service: https: www.legolas.me paperworks blankbook terms of service Privacy Policy: https: www.legolas.me paperworks blankbook privacy policy Developer: Yuxiao Wang Special thanks: Yuanyu Zhou Minja. For ideas testing and feedbacks.
