app_id,unified_app_id,app_name,app_category,worldwide_release,initial_release,app_size,app_lang,multihoming,paid,in_app_purchases,app_version,app_version_date,release_note
1517982329,0,Translator AI Translate,Reference,2020-06-16,2020-06-16,147.34,13,0,0,1,4.0,2024-02-12,Complete graphic redesign! Enhanced user experience stability and speed. Added Whisper API to import audio files up to 25MB and translate them Introduced Offline Mode for use in flight or in areas with no phone service. Chat with AI professors to learn and improve your favorite languages. Added a handy Dictionary for on the go consultations. Improved Keyboard function now usable across all your phone apps.
1517982329,0,Translator AI Translate,Reference,2020-06-16,2020-06-16,147.34,13,0,0,1,3.5.1,2023-12-12,Optimized for iOS 17 and Fixed Bugs
1517982329,0,Translator AI Translate,Reference,2020-06-16,2020-06-16,147.34,13,0,0,1,3.4,2023-08-24,Bug fixes and performance improvements
1517982329,0,Translator AI Translate,Reference,2020-06-16,2020-06-16,147.34,13,0,0,1,3.3,2023-07-30,Added Phrasebook functionality Bug fixes and performance improvements
1517982329,0,Translator AI Translate,Reference,2020-06-16,2020-06-16,147.34,13,0,0,1,3.2,2023-07-21,Translate text images audio in 60 languages and access ChatGPT with Translator AI Translate !
1517982329,0,Translator AI Translate,Reference,2020-06-16,2020-06-16,147.34,13,0,0,1,3.1,2023-05-19,New CHAT section added!! Fix mistakes enhance your language skills. Our chat sessions is a safe space for you to practice and improve any languages. Performance improvements and bug fixes
1517982329,0,Translator AI Translate,Reference,2020-06-16,2020-06-16,147.34,13,0,0,1,3.0,2023-03-20,Improvements on Text Translation section Bug fixes Performance improvements
1517982329,0,Translator AI Translate,Reference,2020-06-16,2020-06-16,147.34,13,0,0,1,2.9,2023-03-07,Major improvements on Text Translation section Detect language added Added paste button Simultaneous translation
1517982329,0,Translator AI Translate,Reference,2020-06-16,2020-06-16,147.34,13,0,0,1,2.8,2023-02-15,Added Live Translation in Camera Bug fixes Translator performance improvements
1517982329,0,Translator AI Translate,Reference,2020-06-16,2020-06-16,147.34,13,0,0,1,2.7,2022-12-03,Performance camera translator improved Bugs fixes
1517982329,0,Translator AI Translate,Reference,2020-06-16,2020-06-16,147.34,13,0,0,1,2.6,2022-11-18,Translation speed improvements in the Camera section. Bugs fixes and performance improvements
1517982329,0,Translator AI Translate,Reference,2020-06-16,2020-06-16,147.34,13,0,0,1,2.5,2022-11-11,App is available in Hindi Indonesian Malaysian Norwegian dutch polish Romanian Slovak Swedish Thai Hindi Turkish Ukrainian Hungarian and Vietnamese. Bug fixes
1517982329,0,Translator AI Translate,Reference,2020-06-16,2020-06-16,147.34,13,0,0,1,2.4,2022-11-02,Bugs fixes and performance improvements
1517982329,0,Translator AI Translate,Reference,2020-06-16,2020-06-16,147.34,13,0,0,1,2.3,2022-10-28,Resolved UI issue Talk screen Fixed iOS 16 Translator compatible issue Support Arabic Czech Croatian Korean Danish Finnish Greek Hebrew languages
1517982329,0,Translator AI Translate,Reference,2020-06-16,2020-06-16,147.34,13,0,0,1,2.2,2022-08-20,Delete app account data feature added Bug fixes Translator performance improvements
1517982329,0,Translator AI Translate,Reference,2020-06-16,2020-06-16,147.34,13,0,0,1,2.1,2022-02-19,Bug fixes Performance improvements Subscription prices decreased
1517982329,0,Translator AI Translate,Reference,2020-06-16,2020-06-16,147.34,13,0,0,1,2.0,2022-01-07,Bug fixes UI improved
1517982329,0,Translator AI Translate,Reference,2020-06-16,2020-06-16,147.34,13,0,0,1,1.9,2021-12-14,Translations added Bug fixes Improved translation performance
1517982329,0,Translator AI Translate,Reference,2020-06-16,2020-06-16,147.34,13,0,0,1,1.8,2021-05-29,UI and UX improved Offline mode added Quick actions extension added Share extension added
1517982329,0,Translator AI Translate,Reference,2020-06-16,2020-06-16,147.34,13,0,0,1,1.7,2021-04-12,Available for iPad iMessage App Stickers Pack Custom keyboard in Arabic and Spanish
1517982329,0,Translator AI Translate,Reference,2020-06-16,2020-06-16,147.34,13,0,0,1,1.6,2021-04-10,Available for iPad iMessage App Stickers Pack Custom keyboard in Arabic and Spanish
1517982329,0,Translator AI Translate,Reference,2020-06-16,2020-06-16,147.34,13,0,0,1,1.5,2021-03-04,Custom keyboard Multilingual: Portuguese French Russian Spanish Chinese simplified and Deutsch. Bug fixes
1517982329,0,Translator AI Translate,Reference,2020-06-16,2020-06-16,147.34,13,0,0,1,1.4,2021-01-27,Bugs Fixes Performance Improvements Photo Translate Improved
1517982329,0,Translator AI Translate,Reference,2020-06-16,2020-06-16,147.34,13,0,0,1,1.3,2020-12-22,Fixed Bugs Translation Improved UI improved
1517982329,0,Translator AI Translate,Reference,2020-06-16,2020-06-16,147.34,13,0,0,1,1.2,2020-11-20,Translator improved Bug fixes and performance improvements UI improvements
1517982329,0,Translator AI Translate,Reference,2020-06-16,2020-06-16,147.34,13,0,0,1,1.1,2020-08-20,Translator improved Bug fixes and performance improvements
1517982329,0,Translator AI Translate,Reference,2020-06-16,2020-06-16,147.34,13,0,0,1,1.0,2020-06-16,
