app_id,unified_app_id,app_name,app_category,worldwide_release,initial_release,app_size,app_lang,multihoming,paid,in_app_purchases,updates_per_month,function_updates_per_month,time_dummy_1,time_dummy_2,time_dummy_3,time_dummy_4,time_dummy_5,time_dummy_6,time_dummy_7,time_dummy_8,month_indicator,affected,after_entry,elapsed_avg_days,avg_age_days
768002043,0,ACATW Translator,Utilities,2013-12-06,2013-12-06,12.64,11,0,0,0,0,0,1,0,0,0,0,0,0,0,month_1,0,0,3140,3245.0
768002043,0,ACATW Translator,Utilities,2013-12-06,2013-12-06,12.64,11,0,0,0,0,0,0,1,0,0,0,0,0,0,month_2,0,0,3170,3245.0
768002043,0,ACATW Translator,Utilities,2013-12-06,2013-12-06,12.64,11,0,0,0,0,0,0,0,1,0,0,0,0,0,month_3,0,0,3200,3245.0
768002043,0,ACATW Translator,Utilities,2013-12-06,2013-12-06,12.64,11,0,0,0,0,0,0,0,0,1,0,0,0,0,month_4,0,0,3230,3245.0
768002043,0,ACATW Translator,Utilities,2013-12-06,2013-12-06,12.64,11,0,0,0,0,0,0,0,0,0,1,0,0,0,month_5,0,1,3260,3245.0
768002043,0,ACATW Translator,Utilities,2013-12-06,2013-12-06,12.64,11,0,0,0,0,0,0,0,0,0,0,1,0,0,month_6,0,1,3290,3245.0
768002043,0,ACATW Translator,Utilities,2013-12-06,2013-12-06,12.64,11,0,0,0,0,0,0,0,0,0,0,0,1,0,month_7,0,1,3320,3245.0
768002043,0,ACATW Translator,Utilities,2013-12-06,2013-12-06,12.64,11,0,0,0,0,0,0,0,0,0,0,0,0,1,month_8,0,1,3350,3245.0
1529429079,0,AI Translator Speak Translate,Education,2020-11-05,2020-11-05,120.73,1,0,0,0,0,0,1,0,0,0,0,0,0,0,month_1,0,0,614,719.0
1529429079,0,AI Translator Speak Translate,Education,2020-11-05,2020-11-05,120.73,1,0,0,0,0,0,0,1,0,0,0,0,0,0,month_2,0,0,644,719.0
1529429079,0,AI Translator Speak Translate,Education,2020-11-05,2020-11-05,120.73,1,0,0,0,0,0,0,0,1,0,0,0,0,0,month_3,0,0,674,719.0
1529429079,0,AI Translator Speak Translate,Education,2020-11-05,2020-11-05,120.73,1,0,0,0,0,0,0,0,0,1,0,0,0,0,month_4,0,0,704,719.0
1529429079,0,AI Translator Speak Translate,Education,2020-11-05,2020-11-05,120.73,1,0,0,0,0,0,0,0,0,0,1,0,0,0,month_5,0,1,734,719.0
1529429079,0,AI Translator Speak Translate,Education,2020-11-05,2020-11-05,120.73,1,0,0,0,0,0,0,0,0,0,0,1,0,0,month_6,0,1,764,719.0
1529429079,0,AI Translator Speak Translate,Education,2020-11-05,2020-11-05,120.73,1,0,0,0,0,0,0,0,0,0,0,0,1,0,month_7,0,1,794,719.0
1529429079,0,AI Translator Speak Translate,Education,2020-11-05,2020-11-05,120.73,1,0,0,0,0,0,0,0,0,0,0,0,0,1,month_8,0,1,824,719.0
1614795543,0,AI Translator Text Voice OCR,Productivity,2022-03-18,2022-03-18,123.95,1,0,0,0,1,0,1,0,0,0,0,0,0,0,month_1,0,0,116,221.0
1614795543,0,AI Translator Text Voice OCR,Productivity,2022-03-18,2022-03-18,123.95,1,0,0,0,1,0,0,1,0,0,0,0,0,0,month_2,0,0,146,221.0
1614795543,0,AI Translator Text Voice OCR,Productivity,2022-03-18,2022-03-18,123.95,1,0,0,0,0,0,0,0,1,0,0,0,0,0,month_3,0,0,176,221.0
1614795543,0,AI Translator Text Voice OCR,Productivity,2022-03-18,2022-03-18,123.95,1,0,0,0,0,0,0,0,0,1,0,0,0,0,month_4,0,0,206,221.0
1614795543,0,AI Translator Text Voice OCR,Productivity,2022-03-18,2022-03-18,123.95,1,0,0,0,0,0,0,0,0,0,1,0,0,0,month_5,0,1,236,221.0
1614795543,0,AI Translator Text Voice OCR,Productivity,2022-03-18,2022-03-18,123.95,1,0,0,0,0,0,0,0,0,0,0,1,0,0,month_6,0,1,266,221.0
1614795543,0,AI Translator Text Voice OCR,Productivity,2022-03-18,2022-03-18,123.95,1,0,0,0,0,0,0,0,0,0,0,0,1,0,month_7,0,1,296,221.0
1614795543,0,AI Translator Text Voice OCR,Productivity,2022-03-18,2022-03-18,123.95,1,0,0,0,0,0,0,0,0,0,0,0,0,1,month_8,0,1,326,221.0
1387396772,0,AI Voice Translator Translate,Productivity,2018-06-29,2018-06-26,101.64,10,0,0,1,0,0,1,0,0,0,0,0,0,0,month_1,0,0,1477,1582.0
1387396772,0,AI Voice Translator Translate,Productivity,2018-06-29,2018-06-26,101.64,10,0,0,1,0,0,0,1,0,0,0,0,0,0,month_2,0,0,1507,1582.0
1387396772,0,AI Voice Translator Translate,Productivity,2018-06-29,2018-06-26,101.64,10,0,0,1,1,0,0,0,1,0,0,0,0,0,month_3,0,0,1537,1582.0
1387396772,0,AI Voice Translator Translate,Productivity,2018-06-29,2018-06-26,101.64,10,0,0,1,1,0,0,0,0,1,0,0,0,0,month_4,0,0,1567,1582.0
1387396772,0,AI Voice Translator Translate,Productivity,2018-06-29,2018-06-26,101.64,10,0,0,1,3,0,0,0,0,0,1,0,0,0,month_5,0,1,1597,1582.0
1387396772,0,AI Voice Translator Translate,Productivity,2018-06-29,2018-06-26,101.64,10,0,0,1,3,0,0,0,0,0,0,1,0,0,month_6,0,1,1627,1582.0
1387396772,0,AI Voice Translator Translate,Productivity,2018-06-29,2018-06-26,101.64,10,0,0,1,1,0,0,0,0,0,0,0,1,0,month_7,0,1,1657,1582.0
1387396772,0,AI Voice Translator Translate,Productivity,2018-06-29,2018-06-26,101.64,10,0,0,1,0,0,0,0,0,0,0,0,0,1,month_8,0,1,1687,1582.0
1271407627,0,Air Translate Photo Translator,Productivity,2017-10-03,2017-10-03,80.69,14,0,0,1,0,0,1,0,0,0,0,0,0,0,month_1,0,0,1743,1848.0
1271407627,0,Air Translate Photo Translator,Productivity,2017-10-03,2017-10-03,80.69,14,0,0,1,0,0,0,1,0,0,0,0,0,0,month_2,0,0,1773,1848.0
1271407627,0,Air Translate Photo Translator,Productivity,2017-10-03,2017-10-03,80.69,14,0,0,1,2,0,0,0,1,0,0,0,0,0,month_3,0,0,1803,1848.0
1271407627,0,Air Translate Photo Translator,Productivity,2017-10-03,2017-10-03,80.69,14,0,0,1,0,0,0,0,0,1,0,0,0,0,month_4,0,0,1833,1848.0
1271407627,0,Air Translate Photo Translator,Productivity,2017-10-03,2017-10-03,80.69,14,0,0,1,0,0,0,0,0,0,1,0,0,0,month_5,0,1,1863,1848.0
1271407627,0,Air Translate Photo Translator,Productivity,2017-10-03,2017-10-03,80.69,14,0,0,1,1,0,0,0,0,0,0,1,0,0,month_6,0,1,1893,1848.0
1271407627,0,Air Translate Photo Translator,Productivity,2017-10-03,2017-10-03,80.69,14,0,0,1,0,0,0,0,0,0,0,0,1,0,month_7,0,1,1923,1848.0
1271407627,0,Air Translate Photo Translator,Productivity,2017-10-03,2017-10-03,80.69,14,0,0,1,1,0,0,0,0,0,0,0,0,1,month_8,0,1,1953,1848.0
1508293869,0,All Language Translate App,Utilities,2020-04-18,2020-04-18,41.22,1,0,0,1,0,0,1,0,0,0,0,0,0,0,month_1,0,0,815,920.0
1508293869,0,All Language Translate App,Utilities,2020-04-18,2020-04-18,41.22,1,0,0,1,1,0,0,1,0,0,0,0,0,0,month_2,0,0,845,920.0
1508293869,0,All Language Translate App,Utilities,2020-04-18,2020-04-18,41.22,1,0,0,1,0,0,0,0,1,0,0,0,0,0,month_3,0,0,875,920.0
1508293869,0,All Language Translate App,Utilities,2020-04-18,2020-04-18,41.22,1,0,0,1,0,0,0,0,0,1,0,0,0,0,month_4,0,0,905,920.0
