sep=,
From: 2012-02-22,Store: itunes,Cid: 188320,To: 2024-02-22,Ext_id: 6447391597
Submission date,AppID,AppName,Country,Review Language,Version,Author,Rating,Title,Review,Translated title,Translated review,Reply Date,Reply Delta,Developer Reply,User,Tags,Categories,Updated,Semantic Tags,Semantic Categories,Semantic Sentiment,Notes,Likes,Dislikes,Link,Permalink,AF Link
2024-02-19T14:02:56,6447391597,Journal,se,en,1.1,Ch33z3b0w,1,Lack functions,"Mostly miss a export possibility, it’s a key feature for apps like this.",,,,,,,,,2024-02-21T06:56:56,,,,,0,0,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/6447391597/ios/ratingsResponses?reviewId=10956348213,https://appfollow.io/app/67463/review/244424544?s=global5,https://watch.appfollow.io/apps/worldwide/reviews/552140?review_id=244424544
2024-02-19T12:59:10,6447391597,Journal,us,en,1.1,Marcha Rushing,4,Good app,Please provide a time stamp to this app. Instead of having to type in the time each session I write. Please app developers read this!,,,,,,,,,2024-02-21T03:34:19,,,,,0,0,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/6447391597/ios/ratingsResponses?reviewId=10956148591,https://appfollow.io/app/67463/review/242622305?s=global5,https://watch.appfollow.io/apps/worldwide/reviews/552140?review_id=242622305
2024-02-19T11:04:05,6447391597,Journal,gb,en,1.1,peaview,3,No search!!!,"This journal has lots of great features, especially the prompts from your photos and calendar events.

However, what is the point of a digital journal if you don’t have a search function? Journals are often used to reflect and being able to search for keywords would be amazing.",,,,,,,,,2024-02-21T03:32:13,,,,,0,0,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/6447391597/ios/ratingsResponses?reviewId=10955836321,https://appfollow.io/app/67463/review/244387192?s=global5,https://watch.appfollow.io/apps/worldwide/reviews/552140?review_id=244387192
2024-02-19T10:40:37,6447391597,Journal,us,en,1.1,Spaceclone,3,Please add a text search feature,Please add a text search feature.,,,,,,,,,2024-02-21T03:34:19,,,,,0,0,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/6447391597/ios/ratingsResponses?reviewId=10955778958,https://appfollow.io/app/67463/review/244392812?s=global5,https://watch.appfollow.io/apps/worldwide/reviews/552140?review_id=244392812
2024-02-19T09:22:57,6447391597,Journal,au,en,1.1,A-j Bee,4,App not working,I have not been able to open the app after the last ios update. ios 17.3.1,,,,,,,,,2024-02-21T03:31:00,,,,,0,0,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/6447391597/ios/ratingsResponses?reviewId=10955595929,https://appfollow.io/app/67463/review/244384984?s=global5,https://watch.appfollow.io/apps/worldwide/reviews/552140?review_id=244384984
2024-02-19T07:50:00,6447391597,Journal,au,en,1.1,UKCman,1,Unusable,"Cursor keeps jumping to the end of an entry when I'm trying to edit.

Formatting is problematic if you copy and paste from another source.

For these two simple reasons, it's completely useless to me.",,,,,,,,,2024-02-21T03:31:00,,,,,0,0,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/6447391597/ios/ratingsResponses?reviewId=10955385950,https://appfollow.io/app/67463/review/244384985?s=global5,https://watch.appfollow.io/apps/worldwide/reviews/552140?review_id=244384985
2024-02-19T04:07:17,6447391597,Journal,us,en,1.1,IndustriousDad,3,Annoying to writing entires on it,"The page your writing on keeps moving, switching where you can’t see what your writing sometimes. It kind of gives you a sense of vertigo while you write. I’m sure they’ll fix it eventually, but for now, it’s real annoying.",,,,,,,,,2024-02-21T03:34:19,,,,,0,0,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/6447391597/ios/ratingsResponses?reviewId=10954898417,https://appfollow.io/app/67463/review/244392813?s=global5,https://watch.appfollow.io/apps/worldwide/reviews/552140?review_id=244392813
2024-02-19T02:57:31,6447391597,Journal,us,en,1.1,YsniperY,4,Nice so far.,I’ve kept a written journal for over 30 years now and I will continue to do so for the next 130 years. I decided to try this journal app because I’m not able to write in mine every day but want to document what I do and things that are going on more often and this app makes it really easy and convenient to do it right when I’m thinking about it.  I don’t see it available for iPad so which is disappointing since it’s easier to type with that.,,,,,,,,,2024-02-21T03:34:19,,,,,0,0,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/6447391597/ios/ratingsResponses?reviewId=10954732979,https://appfollow.io/app/67463/review/244392814?s=global5,https://watch.appfollow.io/apps/worldwide/reviews/552140?review_id=244392814
2024-02-18T21:31:10,6447391597,Journal,us,en,1.1,BryceL64,2,Not usable for real journaling,"Great idea and would love to see this improved, but the actual text editor is atrocious. Was it even tested at all?? No headers, no easy way to do bulleted lists, no padding on the bottom, and it continually jumps to the top of the page when writing a long journal entry. Also, not available on my other devices?",,,,,,,,,2024-02-21T03:34:19,,,,,0,0,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/6447391597/ios/ratingsResponses?reviewId=10953976261,https://appfollow.io/app/67463/review/244392815?s=global5,https://watch.appfollow.io/apps/worldwide/reviews/552140?review_id=244392815
2024-02-18T20:32:54,6447391597,Journal,de,en,1.1,SadjadHoodgar,1,So basic…,"- does not have search, - Not supporting tag. - Amount of picture per entry is very limited. - Does not have calendar view to choose a day and see that. - Not available for iPad or mac or at least via browser…",,,,,,,,,2024-02-21T03:31:46,,,,,0,0,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/6447391597/ios/ratingsResponses?reviewId=10953832360,https://appfollow.io/app/67463/review/244386336?s=global5,https://watch.appfollow.io/apps/worldwide/reviews/552140?review_id=244386336
2024-02-18T20:02:21,6447391597,Journal,us,en,1.1,Beccdeck,3,iPad Journal,"This app would completely remove my need for other journal apps.  It’s great to have on my phone, but I like having a keyboard when I journal.  Thanks so much for adding this tool for iPhone!",,,,,,,,,2024-02-21T03:34:19,,,,,0,0,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/6447391597/ios/ratingsResponses?reviewId=10953753952,https://appfollow.io/app/67463/review/244392816?s=global5,https://watch.appfollow.io/apps/worldwide/reviews/552140?review_id=244392816
2024-02-18T19:44:59,6447391597,Journal,ph,en,1.1,caaassini,1,Cannot attach photo,"It used to work so well before. But upon updating on the new iOS, the journal started crashing whenever i try to attach photos on my entry",,,,,,,,,2024-02-21T06:54:31,,,,,0,0,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/6447391597/ios/ratingsResponses?reviewId=10953707964,https://appfollow.io/app/67463/review/244423757?s=global5,https://watch.appfollow.io/apps/worldwide/reviews/552140?review_id=244423757
